pageRef,startedDateTime,requestMethod,requestUrl,requestHttpVersion,requestHeaderSize,responseStatus,responseContentSize,responseContentType,responseContentLength,time,blocked,dns,connect,send,wait,receive,ssl
page_1,2020-12-27T01:48:17.563Z,GET,http://17track.net/,http/1.1,-1,301,0,text/html,178,800.3529999987222,11.27499999569729,258.882,270.91400000000004,0.29899999999997817,255.65800000000002,3.324999997857958,-1
page_1,2020-12-27T01:48:18.364Z,GET,https://17track.net/,h2,-1,301,0,text/html,178,787.2210000059567,3.7869999829009178,0.062000000000000055,524.774,0.5440000000000964,254.21399999999994,3.8400000194087625,279.66200000000003
page_1,2020-12-27T01:48:19.151Z,GET,https://www.17track.net/,h2,-1,302,0,text/html; charset=utf-8,50,1230.8819999743719,4.642999976109714,151.68,118.435,0.58299999999997,950.1209999999999,5.420000001322478,84.67500000000001
page_1,2020-12-27T01:48:20.382Z,GET,https://www.17track.net/en,h2,-1,200,113125,text/html; charset=utf-8,76.65300002554432,6.38200001055561,-1,-1,0.6409999999999996,64.63900000000001,4.991000023437664,-1
page_1,2020-12-27T01:48:20.530Z,GET,https://cdn.snigelweb.com/pub/17track.net/20201207/snhb-17track.net.min.js,h2,-1,200,50079,application/javascript,"s-maxage=1800, max-age=1800, public, must-revalidate",290.753000008408,2.8220000173598527,31.247,166.739,23.923000000000002,57.59300000000002,8.428999979514629,95.025
page_1,2020-12-27T01:48:20.538Z,GET,https://res.17track.net/global-v2/vendor-yq/re-mobile-site/re-mobile-site.min.js?v=3ff121e892,h2,-1,200,12132,application/javascript; charset=UTF-8,"public, max-age=31536000",286.4189999818336,2.096999998673797,91.17,134.046,3.9979999999999905,53.44399999999999,1.6639999812468886,80.453
page_1,2020-12-27T01:48:20.541Z,GET,https://res.17track.net/global-v2/css/bootstrap.min.css?v=882a2f3a81,h2,-1,200,111360,text/css; charset=UTF-8,"public, max-age=31536000",191.51800000690855,92.35000000999682,-1,-1,2.7379999999999995,88.28200000000001,8.147999993525445,-1
page_1,2020-12-27T01:48:20.542Z,GET,https://res.17track.net/global-v2/css/bootstrap-extend.min.css?v=308c237350,h2,-1,200,136617,text/css; charset=UTF-8,"public, max-age=31536000",202.86700001452118,90.68900000903756,-1,-1,2.997,70.89800000000001,38.28300000168383,-1
page_1,2020-12-27T01:48:20.543Z,GET,https://res.17track.net/global-v2/css/site.min.css?v=4206263675,h2,-1,200,205728,text/css; charset=UTF-8,"public, max-age=31536000",221.1070000194013,90.4810000093449,-1,-1,1.9809999999999945,91.45100000000001,37.19400000409223,-1
page_1,2020-12-27T01:48:20.544Z,GET,https://res.17track.net/global-v2/merge-css/base-vendor/base-vendor.min.css?v=7a8ddaaf78,h2,-1,200,140430,text/css; charset=UTF-8,"public, max-age=31536000",216.83299998403527,88.8299999906458,-1,-1,2.407999999999987,104.512,21.08299999963492,-1
page_1,2020-12-27T01:48:20.546Z,GET,https://res.17track.net/global-v2/merge-css/base-site/base-site.min.css?v=d4ebfd0a61,h2,-1,200,45061,text/css; charset=UTF-8,"public, max-age=31536000",148.02100000088103,88.4200000052154,-1,-1,1.6440000000000055,55.735000000000014,2.222000010078773,-1
page_1,2020-12-27T01:48:20.547Z,GET,https://res.17track.net/global-v2/merge-css/enum/enum.min.css?v=3192af452b,h2,-1,200,240460,text/css; charset=UTF-8,"public, max-age=31536000",197.2550000064075,86.73000001012906,-1,-1,2.2490000000000094,58.80999999999999,49.46599999675527,-1
