timestamp,latitude,longitude,movingSpeed,compassDirection,nrStatus,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,nrStatus_array
2021-01-07 18:19:19,44.9735453,-93.2224526,0.0038614506,279,NOT_RESTRICTED,,,,,,,203466273,995568,-407,3791000,['NOT_RESTRICTED']
2021-01-07 18:19:20,44.9735453,-93.2224526,0.0038614506,279,NOT_RESTRICTED,,,,,,,203466273,995568,-530,3791000,['NOT_RESTRICTED']
2021-01-07 18:19:21,44.9735454,-93.2224527,0.005574158,319,NOT_RESTRICTED,,,,,,,203466273,995568,-492,3791000,['NOT_RESTRICTED']
2021-01-07 18:19:22,44.9735454,-93.2224527,0.005574158,319,NOT_RESTRICTED,,,,,,,203466273,995568,-486,3791000,['NOT_RESTRICTED']
2021-01-07 18:19:23,44.9735455,-93.2224528,0.006956028299999999,325,NOT_RESTRICTED,,,,,,,203466273,995568,-514,3791000,['NOT_RESTRICTED']
2021-01-07 18:19:24,44.9735455,-93.2224528,0.003833787,326,NOT_RESTRICTED,,,,,,,203466273,995568,-578,3791000,['NOT_RESTRICTED']
2021-01-07 18:19:25,44.9735455,-93.2224528,0.003833787,326,NOT_RESTRICTED,,,,,,,203468781,998138,-1358,3791000,['NOT_RESTRICTED']
2021-01-07 18:19:26,44.9735455,-93.2224528,0.003833787,326,CONNECTED,-94.0,-94.0,13.0,-94.0,-94.0,13.0,203468781,998138,-521,3791000,['CONNECTED']
2021-01-07 18:19:27,44.9735456,-93.2224531,0.006848541999999999,294,CONNECTED,-97.0,-97.0,12.0,-97.0,-97.0,12.0,203468781,998138,-739,3791000,['CONNECTED']
2021-01-07 18:19:28,44.9735456,-93.2224531,0.006848541999999999,294,CONNECTED,-93.0,-93.0,17.0,-93.0,-93.0,17.0,203468781,998138,-1285,3750000,['CONNECTED']
2021-01-07 18:19:29,44.9735458,-93.2224532,0.00882362,327,CONNECTED,-93.0,-93.0,17.0,-93.0,-93.0,17.0,203468781,998138,-800,3750000,['CONNECTED']
2021-01-07 18:19:30,44.9735458,-93.2224532,0.00882362,327,CONNECTED,-93.0,-93.0,17.0,-93.0,-93.0,17.0,203468781,998138,-576,3750000,['CONNECTED']
2021-01-07 18:19:31,44.973546,-93.2224532,0.010878237,352,CONNECTED,-93.0,-93.0,19.0,-93.0,-93.0,19.0,203468781,998138,-598,3750000,['CONNECTED']
2021-01-07 18:19:32,44.973546,-93.2224532,0.010878237,352,CONNECTED,-93.0,-93.0,18.0,-93.0,-93.0,18.0,203468781,998138,-560,3750000,['CONNECTED']
2021-01-07 18:19:33,44.9735461,-93.2224534,0.009661867,327,CONNECTED,-93.0,-93.0,12.0,-93.0,-93.0,12.0,203468781,998138,-1019,3750000,['CONNECTED']
2021-01-07 18:19:34,44.9735461,-93.2224534,0.0050257836,322,CONNECTED,-99.0,-99.0,10.0,-99.0,-99.0,10.0,203468781,998138,-581,3750000,['CONNECTED']
2021-01-07 18:19:35,44.9735461,-93.2224534,0.0050257836,322,CONNECTED,-95.0,-95.0,16.0,-95.0,-95.0,16.0,203468781,998138,-734,3750000,['CONNECTED']
2021-01-07 18:19:36,44.9735461,-93.2224534,0.0050257836,322,NOT_RESTRICTED,,,,,,,203468781,998138,-438,3750000,['NOT_RESTRICTED']
2021-01-07 18:19:37,44.9735479,-93.2224572,0.16779108,5,NOT_RESTRICTED,,,,,,,203468781,998138,-520,3750000,['NOT_RESTRICTED']
2021-01-07 18:19:38,44.9735479,-93.2224572,0.16779108,5,NOT_RESTRICTED,,,,,,,203468781,998138,-575,3750000,['NOT_RESTRICTED']
2021-01-07 18:19:39,44.9735501,-93.222457,0.1632075,6,NOT_RESTRICTED,,,,,,,203469103,998370,-2196,3750000,['NOT_RESTRICTED']
2021-01-07 18:19:40,44.9735501,-93.222457,0.1632075,6,CONNECTED,,,,,,,203469103,998370,-922,3750000,['CONNECTED']
2021-01-07 18:19:41,44.9735501,-93.2224579,0.05875886,316,CONNECTED,-94.0,-94.0,15.0,-94.0,-94.0,15.0,203469103,998370,-984,3750000,['CONNECTED']
2021-01-07 18:19:42,44.9735501,-93.2224579,0.05875886,316,CONNECTED,-94.0,-94.0,18.0,-94.0,-94.0,18.0,203469103,998370,-759,3750000,['CONNECTED']
2021-01-07 18:19:43,44.9735523,-93.2224633,0.19477825,301,CONNECTED,-97.0,-97.0,12.0,-97.0,-97.0,12.0,203469103,998370,-1087,3750000,['CONNECTED']
2021-01-07 18:19:44,44.9735529,-93.2224648,0.1273468,300,CONNECTED,-94.0,-94.0,15.0,-94.0,-94.0,15.0,203469103,998370,-1132,3750000,['CONNECTED']
2021-01-07 18:19:45,44.9735529,-93.2224648,0.1273468,300,CONNECTED,-92.0,-92.0,18.0,-92.0,-92.0,18.0,203469103,998370,-808,3750000,['CONNECTED']
2021-01-07 18:19:46,44.9735529,-93.2224648,0.1273468,300,CONNECTED,-97.0,-97.0,14.0,-97.0,-97.0,14.0,203469103,998370,-955,3750000,['CONNECTED']
2021-01-07 18:19:47,44.973562,-93.2224615,0.28774652,8,CONNECTED,-91.0,-91.0,17.0,-91.0,-91.0,17.0,203469103,998370,-772,3750000,['CONNECTED']
2021-01-07 18:19:48,44.973562,-93.2224615,0.28774652,8,CONNECTED,-91.0,-91.0,17.0,-91.0,-91.0,17.0,203469103,998370,-975,3750000,['CONNECTED']
2021-01-07 18:19:49,44.9735662,-93.2224577,0.27680436,26,CONNECTED,-94.0,-94.0,15.0,-94.0,-94.0,15.0,203469103,998370,-1311,3750000,['CONNECTED']
2021-01-07 18:19:50,44.9735662,-93.2224577,0.27680436,26,NOT_RESTRICTED,,,,,,,203469473,999003,-1578,3750000,['NOT_RESTRICTED']
2021-01-07 18:19:51,44.97356920000001,-93.2224566,0.20563462,16,CONNECTED,-95.0,-95.0,15.0,-95.0,-95.0,15.0,206688225,1012591,-1132,3750000,['CONNECTED']
2021-01-07 18:19:52,44.97356920000001,-93.2224566,0.20563462,16,CONNECTED,-95.0,-95.0,17.0,-95.0,-95.0,17.0,294019501,1101911,-1725,3750000,['CONNECTED']
2021-01-07 18:19:53,44.9735699,-93.2224568,0.07598262,5,CONNECTED,-95.0,-95.0,18.0,-95.0,-95.0,18.0,389666917,1167979,-2103,3750000,['CONNECTED']
2021-01-07 18:19:54,44.9735699,-93.222457,0.026559766,354,CONNECTED,-98.0,-98.0,14.0,-98.0,-98.0,14.0,490867249,1232927,-1924,3750000,['CONNECTED']
2021-01-07 18:19:55,44.9735699,-93.222457,0.026559766,354,CONNECTED,-100.0,-100.0,10.0,-100.0,-100.0,10.0,586563061,1290743,-1562,3750000,['CONNECTED']
2021-01-07 18:19:56,44.9735758,-93.2224512,0.48105225,104,CONNECTED,-94.0,-94.0,14.0,-94.0,-94.0,14.0,694858145,1363163,-2061,3750000,['CONNECTED']
2021-01-07 18:19:57,44.9735688,-93.2224503,1.0395043,98,CONNECTED,-94.0,-94.0,18.0,-94.0,-94.0,18.0,797500309,1429411,-1983,3750000,['CONNECTED']
2021-01-07 18:19:58,44.9735688,-93.2224503,1.0395043,98,CONNECTED,-87.0,-87.0,20.0,-87.0,-87.0,20.0,913065457,1500859,-1735,3750000,['CONNECTED']
