pageRef,startedDateTime,requestMethod,requestUrl,requestHttpVersion,requestHeaderSize,responseStatus,responseContentSize,responseContentType,responseContentLength,time,blocked,dns,connect,send,wait,receive,ssl
page_1,2020-12-26T17:36:51.927Z,GET,https://res.17track.net/m/css/common.min.css?v=1ded33f820,h2,-1,200,15278,text/css; charset=UTF-8,"public, max-age=31536000",61.925999994855374,13.378999991130083,-1,-1,4.61,42.665,1.2719999940600246,-1
page_1,2020-12-26T17:36:51.927Z,GET,https://res.17track.net/m/css/index.min.css?v=240c2b3016,h2,-1,200,3134,text/css; charset=UTF-8,"public, max-age=31536000",56.84900001506321,13.397000015702098,-1,-1,4.207999999999999,37.535000000000004,1.7090000037569553,-1
page_1,2020-12-26T17:36:51.928Z,GET,https://res.17track.net/global-v2/vendor-yq/browser/browser.min.js?v=c56933ebdd,h2,-1,200,24919,application/javascript; charset=UTF-8,"public, max-age=31536000",32.816999999340624,9.586000014286489,-1,-1,0,10.556,12.67499997629784,-1
page_1,2020-12-26T17:36:51.929Z,GET,https://res.17track.net/global-v2/imgs/logo/svg/fullen_owt_128x32.svg?v=ce8d5e5172,h2,-1,200,5637,image/svg+xml,"public, max-age=31536000",200.97700000042096,130.5380000033323,-1,-1,6.368000000000002,62.526999999999994,1.5439999988302588,-1
page_1,2020-12-26T17:36:51.929Z,GET,https://res.17track.net/global-v2/imgs/logo/svg/square_wot_128x90.svg?v=dd550aa83e,h2,-1,200,341,image/svg+xml,"public, max-age=31536000",202.55300001008436,131.0200000011008,-1,-1,5.735999999999999,64.76400000000001,1.033000007737428,-1
page_1,2020-12-26T17:36:51.929Z,GET,https://res.17track.net/global-v2/imgs/logo/svg/square_wob_512x512.svg,h2,-1,200,424,image/svg+xml,"public, max-age=31536000",209.57899998757057,131.57399999088048,-1,-1,5.0600000000000005,66.28999999999999,6.6550000046845526,-1
page_1,2020-12-26T17:36:51.929Z,GET,https://res.17track.net/i18n/merge-i18n/enum/enum.en.js?v=5026777833,h2,-1,200,195207,application/javascript; charset=UTF-8,"public, max-age=31536000",86.888000019826,84.07900000475905,-1,-1,0,0.372,2.437000017380342,-1
page_1,2020-12-26T17:36:51.930Z,GET,https://res.17track.net/i18n/merge-i18n/base-site/base-site.en.js?v=8997e8c1ad,h2,-1,200,29198,application/javascript; charset=UTF-8,"public, max-age=31536000",98.06799999205396,96.22800000874511,-1,-1,0,0.349,1.4909999736119062,-1
page_1,2020-12-26T17:36:51.930Z,GET,https://res.17track.net/i18n/merge-i18n/base-track/base-track.en.js?v=74598f333d,h2,-1,200,9628,application/javascript; charset=UTF-8,"public, max-age=31536000",136.796000006143,112.89800000396184,-1,-1,0,18.956,4.941999999573454,-1
page_1,2020-12-26T17:36:51.930Z,GET,https://res.17track.net/global-v2/merge-js/base/base.min.js?v=8d5b8b41d9,h2,-1,200,145073,application/javascript; charset=UTF-8,"public, max-age=31536000",141.6050000116229,113.69400000033528,-1,-1,0,19.925,7.986000011442229,-1
page_1,2020-12-26T17:36:51.930Z,GET,https://res.17track.net/global-v2/merge-js/base-vendor/base-vendor.min.js?v=d79ac19a62,h2,-1,200,177997,application/javascript; charset=UTF-8,"public, max-age=31536000",142.95399998081848,114.2639999929592,-1,-1,0,20.043,8.646999980555847,-1
page_1,2020-12-26T17:36:51.930Z,GET,https://res.17track.net/global-v2/merge-js/base-site/base-site.min.js?v=45f1c75af1,h2,-1,200,19764,application/javascript; charset=UTF-8,"public, max-age=31536000",140.056000003824,114.76899999928102,-1,-1,0,20.263,5.024000012781471,-1
page_1,2020-12-26T17:36:51.930Z,GET,https://res.17track.net/global-v2/merge-js/base-editor/base-editor.min.js?v=ca4805a30f,h2,-1,200,276684,application/javascript; charset=UTF-8,"public, max-age=31536000",248.89899999834597,126.33300000424869,-1,-1,9.334999999999999,93.30199999999999,19.92900000186637,-1
page_1,2020-12-26T17:36:51.930Z,GET,https://res.17track.net/global-v2/vendor/codemirror/codemirror.min.js?v=d1923d019c,h2,-1,200,177175,application/javascript; charset=UTF-8,"public, max-age=31536000",230.07099999813363,126.80500001378917,-1,-1,8.751999999999999,74.05,20.46399997198023,-1
page_1,2020-12-26T17:36:51.931Z,GET,https://res.17track.net/global-v2/vendor-yq/yq-track-core/yq-track-core.min.js?v=e3d4d50e07,h2,-1,200,117188,application/javascript; charset=UTF-8,"public, max-age=31536000",226.80800000671297,127.28300001145527,-1,-1,7.910999999999998,80.99000000000001,10.623999987728894,-1
page_1,2020-12-26T17:36:51.931Z,GET,https://res.17track.net/m/js/common.min.js?v=8c2621baa6,h2,-1,200,82038,application/javascript; charset=UTF-8,"public, max-age=31536000",245.0259999895934,127.53199999662117,-1,-1,7.535000000000002,99.075,10.883999988436699,-1
page_1,2020-12-26T17:36:51.931Z,GET,https://res.17track.net/m/js/index.min.js?v=08c12e11c4,h2,-1,200,1304,application/javascript; charset=UTF-8,"public, max-age=31536000",240.47700001392514,127.88900001985952,-1,-1,7.061,97.928,7.599000004120171,-1
page_1,2020-12-26T17:36:51.931Z,GET,https://res.17track.net/m/js/yqg.min.js?v=acd7ae1d08,h2,-1,200,9140,application/javascript; charset=UTF-8,"public, max-age=31536000",242.79200000455603,127.9369999963902,-1,-1,6.744999999999999,100.16300000000001,7.947000005515292,-1
page_1,2020-12-26T17:36:52.037Z,GET,https://fundingchoicesmessages.google.com/f/AGSKWxVE7xHVo_2re8QLDGBYN6A7iY-cPcgFL2g6luvDZXbMOx0ykZ0MklIgDtYfO0SPO-S2dbj2oQblPmzQdqsR1_A=,h2,-1,200,84802,application/javascript; charset=utf-8,"no-cache, no-store, max-age=0, must-revalidate",252.53100000554696,18.143999979926274,66.878,63.827,0.3739999999999952,81.458,21.850000019185245,43.557
page_1,2020-12-26T17:36:52.080Z,GET,https://res.17track.net/global-v2/imgs-sprites/avatar/30x30.png?v=bcb601d679,h2,-1,200,15497,image/png,15497,"public, max-age=31536000",63.87199999880977,1.8359999859556555,-1,-1,0.8520000000000001,59.87,1.3140000228304416,-1
page_1,2020-12-26T17:36:52.103Z,GET,https://res.17track.net/global-v2/fonts/common/common/common.woff?v=21460ffb25,h2,-1,200,72984,application/font-woff,"public, max-age=31536000",59.403999999631196,1.1869999960400164,-1,-1,0.24599999999999994,49.49,8.480999997118488,-1
page_1,2020-12-26T17:36:52.288Z,GET,https://www.googletagservices.com/tag/js/gpt.js,h2,-1,200,55288,text/javascript,18846,"private, max-age=900, stale-while-revalidate=3600",143.0139999720268,3.473999983349815,14.422,80.99300000000001,0.4679999999999893,35.66000000000001,7.996999978786334,61.279999999999994
page_1,2020-12-26T17:36:52.289Z,GET,https://c.amazon-adsystem.com/aax2/apstag.js,h2,-1,200,118514,application/javascript,"public, max-age=900",133.43600000371225,8.550000005779788,11.406,59.756,1.1350000000000051,47.215,5.3740000003017485,35.304
page_1,2020-12-26T17:36:52.290Z,GET,https://www.google-analytics.com/analytics.js,h2,-1,200,47051,text/javascript,18817,"public, max-age=7200",123.4110000077635,9.569999993436038,0.053999999999999826,69.53,0.5649999999999977,21.48899999999999,22.203000000445172,48.048
page_1,2020-12-26T17:36:52.495Z,GET,https://res.17track.net/global-v2/imgs-sprites/application/54x54@2x.png?v=1f5e843531,h2,-1,200,44543,image/png,44543,"public, max-age=31536000",42.6609999849461,3.6060000016409903,-1,-1,1.282,35.498,2.2749999770894647,-1
page_1,2020-12-26T17:36:52.557Z,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_2020120801.js,h2,-1,200,280579,text/javascript,98829,"private, immutable, max-age=31536000",172.01999999815598,3.9129999897331,16.909000000000002,64.109,0.6920000000000073,34.16799999999999,52.229000022634864,41.858
page_1,2020-12-26T17:36:52.618Z,POST,https://fundingchoicesmessages.google.com/l/AGSKWxX_Pmh8T0KZ1NGGcDejsI6AbWk791zQBN-DzkYyrro6nHan16sG4YxC7oZz2KondZquh4_pt166rDeeqrDrchw=?pvid=65869F96-584B-4D06-B284-0C9C2CC35585&anonid=73DC44CA-7657-4C35-BD7B-2D929A5BE5BB,h3-Q050,-1,204,0,text/html; charset=utf-8,0,"no-cache, no-store, max-age=0, must-revalidate",146.04099999996834,1.7639999861326068,0.5569999999999999,98.634,0.7049999999999983,43.358999999999995,1.0220000112894922,94.013
page_1,2020-12-26T17:36:52.662Z,GET,https://fundingchoicesmessages.google.com/f/AGSKWxVBmOSlEmOUICX0eZZw-AXKO1rFvc-dUKzbz_BWEV4F4OyxRKWGhl1Xv3UkhP--5lhx8FoKROh_4PJ-w9nbPD4=?fccs=W251bGwsW1tdLFtdXSxudWxsLG51bGwsbnVsbCwyLFsxNjA5MDA0MjEyLDY2MTAwMDAwMF0sIjY1ODY5Rjk2LTU4NEItNEQwNi1CMjg0LTBDOUMyQ0MzNTU4NSIsIjczREM0NENBLTc2NTctNEMzNS1CRDdCLTJEOTI5QTVCRTVCQiIsbnVsbCxbbnVsbCxbN11dXQ,h3-Q050,-1,200,82612,application/javascript; charset=utf-8,"no-cache, no-store, max-age=0, must-revalidate",166.97799999383278,16.489000015126543,0.4900000000000002,41.811,0.23999999999999488,102.56700000000001,5.380999966291711,83.836
page_1,2020-12-26T17:36:52.680Z,GET,https://c.amazon-adsystem.com/bao-csm/aps-comm/aps_csm.js,h2,-1,200,6482,application/javascript,"public, max-age=86400",96.00599997793324,5.324000004459172,0.02499999999999991,64.256,0.47700000000000387,24.896,1.027999969664961,29.045999999999992
page_1,2020-12-26T17:36:52.771Z,GET,https://adservice.google.com/adsid/integrator.js?domain=m.17track.net,h2,-1,200,109,application/javascript; charset=UTF-8,104,"private, no-cache, no-store",155.2910000027623,1.561999995060265,11.317,73.818,0.41100000000000136,66.837,1.3460000045597553,47.431999999999995
page_1,2020-12-26T17:36:52.776Z,POST,https://fundingchoicesmessages.google.com/l/AGSKWxX_Pmh8T0KZ1NGGcDejsI6AbWk791zQBN-DzkYyrro6nHan16sG4YxC7oZz2KondZquh4_pt166rDeeqrDrchw=?pvid=65869F96-584B-4D06-B284-0C9C2CC35585&anonid=73DC44CA-7657-4C35-BD7B-2D929A5BE5BB,h3-Q050,-1,204,0,text/html; charset=utf-8,0,"no-cache, no-store, max-age=0, must-revalidate",51.88399998587556,2.7150000030696395,-1,-1,0.5309999999999999,48.038,0.5999999702908099,-1
page_1,2020-12-26T17:36:52.808Z,GET,https://858f14f3f38abb237f0831b73d530ae1.safeframe.googlesyndication.com/safeframe/1-0-37/html/container.html,h2,-1,200,0,163.94600001513027,2.973999997911975,42.078,65.07,0.2510000000000048,33.42800000000001,20.145000016782433,43.202
page_1,2020-12-26T17:36:52.809Z,GET,https://tpc.googlesyndication.com/safeframe/1-0-37/html/container.html,h2,-1,200,0,130.75599999865517,15.13600000824593,13.125,64.674,0.6879999999999882,24.736000000000004,12.396999984048307,42.761
page_1,2020-12-26T17:36:52.982Z,GET,https://res.17track.net/global-v2/favicon.ico?v=20170712,h2,-1,200,1150,image/x-icon,"public, max-age=31536000",114.44000000483356,23.23000000173785,-1,-1,0.6210000000000002,89.08800000000001,1.500999991549179,-1
page_1,2020-12-26T17:36:52.989Z,GET,https://res.17track.net/global-v2/imgs/oauth_image/apple_touch_152x152.png,h2,-1,200,4390,image/png,4390,"public, max-age=31536000",105.05199999897741,16.5829999974072,-1,-1,0.18199999999999994,83.798,4.489000013563782,-1
