timestamp,downlink_rolled_mbps_3,uplink_rolled_mbps_3,downlink_rolled_mbps_4,uplink_rolled_mbps_4,downlink_rolled_mbps_2,uplink_rolled_mbps_2,sw_power_baseline,avg_power_baseline,nr_ssRsrp_avg,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nrStatus,nr_ssSinr_avg,provider,direction,radio_type_used,sw_power_rolled,avg_power_rolled,avg_power,sw_power,downlink_mbps,uplink_mbps,Throughput
2021-01-23 07:09:06,835.1271093333356,0.694989333333386,1025.0273960000009,0.8186580000000188,605.2967119999978,0.5666440000000144,54.00969940624964,494.1018114062679,-74.0,-74.0,-74.0,5.0,-74.0,CONNECTED,5.0,TMobile,downlink,SA only,2411.2822399999995,2851.3743520000094,2852.779219999992,2619.5136,7.972432,0.141704,31.3
2021-01-23 07:09:07,416.17864000000236,0.5814106666667193,635.8309560000007,0.6739780000000188,22.957463999997913,0.3763240000000143,78.50601940624983,339.81933940626607,-74.0,-74.0,-74.0,5.0,-74.0,CONNECTED,5.0,TMobile,downlink,SA only,2435.77856,2697.091880000005,2696.8447400000023,2697.6288,37.94249600000001,0.6109439999999999,38.7
2021-01-23 07:09:08,28.98623466666906,0.46633866666671936,322.39492400000074,0.5976500000000188,39.49313599999792,0.6286560000000143,112.06521940624953,593.6907414062579,-74.0,-74.0,-74.0,5.0,-74.0,CONNECTED,5.0,TMobile,downlink,SA only,2469.3377599999994,2950.963282000001,2950.6185400000013,2870.544000000001,41.043776,0.646368,33.7
2021-01-23 07:09:09,38.21513600000239,0.5882880000000527,30.654460000000768,0.4766420000000188,38.35145599999791,0.5769600000000144,102.81273940624986,554.0154974062701,-72.6,-72.0,-72.0,5.0,-72.6,CONNECTED,3.2,TMobile,downlink,SA only,2460.08528,2911.2880380000106,2911.118499999993,2659.3296,35.659136,0.507552,35.6
2021-01-23 07:09:10,37.976352000002386,0.5549760000000528,37.96788800000077,0.5689680000000188,36.44263999999791,0.5092800000000143,167.69385940624986,652.0560374062608,-72.0,-72.0,-72.0,3.0,-72.0,CONNECTED,3.0,TMobile,downlink,SA only,2524.9664,3009.328578000001,3009.228839999999,2683.5984,37.226144,0.511008,35.8
2021-01-23 07:09:11,35.89368533333572,0.4900480000000527,37.181208000000765,0.5291280000000188,36.01095999999791,0.48129600000001427,204.03385940624958,664.4877514062615,-72.0,-72.0,-72.0,3.0,-72.0,CONNECTED,3.0,TMobile,downlink,SA only,2561.3063999999995,3021.7602920000104,3021.20554,2515.992,34.795776000000004,0.451584,31.0
2021-01-23 07:09:12,35.795232000002386,0.47488000000005276,35.761208000000764,0.48304800000001874,35.079775999997906,0.45681600000001427,251.20633940624973,599.7934986140881,-71.3,-71.0,-71.0,3.0,-71.3,CONNECTED,2.3,TMobile,downlink,SA only,2608.47888,2957.066039207836,2957.163332666532,2840.208,35.363776,0.462048,36.8
2021-01-23 07:09:13,36.72694400000238,0.4700800000000527,36.851744000000764,0.4803120000000187,37.6925279999979,0.4793280000000143,307.9346594062495,549.0846434062507,-71.0,-71.0,-71.0,2.0,-71.0,CONNECTED,2.0,TMobile,downlink,SA only,2665.2071999999994,2906.3571840000013,2906.413000000005,2789.7744,40.02128,0.496608,37.8
2021-01-23 07:09:14,38.82456533333572,0.4867840000000527,37.81736800000076,0.4779840000000187,40.554959999997905,0.49915200000001436,371.4506594062496,494.5786794062393,-71.0,-71.0,-71.0,2.0,-71.0,CONNECTED,2.0,TMobile,downlink,SA only,2728.7231999999995,2851.8512200000005,2852.671439999992,2794.3248,41.08864000000001,0.501696,43.4
2021-01-23 07:09:15,42.44064000000239,0.5048320000000527,40.67142400000077,0.49413600000001867,43.650319999997905,0.5089440000000144,336.5642594062492,568.164667406239,-70.3,-70.0,-70.0,3.0,-70.3,CONNECTED,2.7,TMobile,downlink,SA only,2693.836799999999,2925.4372079999935,2924.586720000001,2467.4544,46.212,0.516192,41.2
2021-01-23 07:09:16,43.492565333335726,0.5009920000000526,42.62474400000077,0.4998960000000187,44.694527999997895,0.5006400000000144,333.0756194062492,638.2808154062308,-70.0,-70.0,-70.0,3.0,-70.0,CONNECTED,3.0,TMobile,downlink,SA only,2690.348159999999,2995.553355999993,2995.890120000007,2584.6272,43.177056,0.485088,32.2
2021-01-23 07:09:17,40.12281600000238,0.4679680000000526,40.36427200000077,0.47640000000001875,37.078223999997896,0.44385600000001435,311.46121940624926,660.8778094062233,-70.0,-70.0,-70.0,3.0,-70.0,CONNECTED,3.0,TMobile,downlink,SA only,2668.733759999999,3018.1503499999812,3018.197959999989,2481.4848,30.979392,0.402624,33.9
2021-01-23 07:09:18,35.46916266666905,0.44012800000005264,38.154872000000765,0.45914400000001876,31.615215999997897,0.41764800000001434,300.72985940624903,364.1770374062179,-70.0,-70.0,-70.0,3.0,-70.0,CONNECTED,3.0,TMobile,downlink,SA only,2658.002399999999,2721.449577999968,2720.473599999998,2763.2304,32.25104,0.432672,29.7
2021-01-23 07:09:19,32.134101333335714,0.4281920000000526,34.89484000000077,0.44241600000001874,32.711455999997895,0.4409760000000144,306.228259406249,571.4672633670123,-70.0,-70.0,-70.0,3.0,-70.0,CONNECTED,3.0,TMobile,downlink,SA only,2663.500799999999,2928.7398039607783,2929.547109421881,2714.3136,33.171872,0.44928,30.3
2021-01-23 07:09:20,33.10705066666905,0.43782400000005267,32.57513600000077,0.4290240000000188,33.535055999997894,0.44040000000001445,301.6778594062489,614.4940094062222,-70.0,-70.0,-70.0,3.0,-70.0,CONNECTED,3.0,TMobile,downlink,SA only,2658.9503999999993,2971.766549999985,2971.555399999997,2638.0944,33.89824,0.43152,31.1
2021-01-23 07:09:21,32.55063466666905,0.4274240000000527,32.47573600000077,0.42873600000001877,32.240015999997894,0.41649600000001447,378.61753940624885,840.9876654062074,-70.0,-70.0,-70.0,3.0,-70.0,CONNECTED,3.0,TMobile,downlink,SA only,2735.890079999999,3198.2602059999485,3199.043819999996,3285.3888,30.581792,0.401472,26.7
2021-01-23 07:09:22,30.327445333335714,0.3965440000000527,31.038552000000774,0.4097280000000188,28.54204799999789,0.37905600000001444,387.9296144062492,858.6122594062068,-70.0,-70.0,-70.0,3.0,-70.0,CONNECTED,3.0,TMobile,downlink,SA only,2745.202154999999,3215.884799999951,3214.8298999999965,2933.32875,26.502304,0.35664,27.1
2021-01-23 07:09:23,29.97528533333571,0.4018880000000527,30.956024000000774,0.40929600000001887,29.672031999997888,0.40209600000001444,394.2664344062492,982.336927406214,-70.0,-70.0,-70.0,3.0,-70.0,CONNECTED,3.0,TMobile,downlink,SA only,2751.5389749999986,3339.609467999984,3339.529899999991,2853.1426,32.84176,0.4475520000000001,29.2
2021-01-23 07:09:24,28.85443200000238,0.39420800000005274,29.286272000000775,0.3960240000000189,30.03049599999789,0.41299200000001446,433.72791440624945,1029.799065406209,-70.0,-70.0,-70.0,3.0,-70.0,CONNECTED,3.0,TMobile,downlink,SA only,2791.0004549999994,3387.0716059999572,3387.500539999994,3188.9396,27.219232,0.378432,25.8
2021-01-23 07:09:25,29.49078400000238,0.39708800000005273,28.74366400000077,0.3869760000000189,27.81529599999789,0.3718560000000144,485.0117444062499,890.1551494062047,-70.0,-70.0,-70.0,3.0,-70.0,CONNECTED,3.0,TMobile,downlink,SA only,2842.284285,3247.427689999948,3247.4283199999963,2980.2927,28.41136,0.36528,25.1
2021-01-23 07:09:26,26.98779733333572,0.36310400000005266,28.45128800000077,0.3842160000000189,26.872079999997887,0.35544000000001447,548.9141444062499,913.4552414061926,-70.0,-70.0,-70.0,3.0,-70.0,CONNECTED,3.0,TMobile,downlink,SA only,2906.186685,3270.7277819999395,3270.5426199999993,3223.6512,25.3328,0.3456,26.5
2021-01-23 07:09:27,26.965077333335717,0.3533120000000527,27.028616000000774,0.35959200000001884,26.241935999997885,0.3473280000000144,581.3636744062502,811.4816362415495,-70.0,-70.0,-70.0,3.0,-70.0,CONNECTED,3.0,TMobile,downlink,SA only,2938.636215,3168.7541768353044,3168.9135827165464,2805.9801,27.151072,0.349056,22.8
2021-01-23 07:09:32,26.423584000002382,0.3555840000000527,26.920528000000772,0.35800800000001887,26.968975999997884,0.3605760000000144,762.9523449618056,1015.4771094062191,-75.0,-75.0,-75.0,8.0,-75.0,CONNECTED,8.0,TMobile,downlink,SA only,3120.2248855555554,3372.7496499999424,3371.120620000006,3448.522,26.78688,0.372096,24.8
2021-01-23 07:09:33,26.567285333335718,0.3452160000000526,26.25866400000077,0.3453120000000189,26.275391999997886,0.34329600000001437,757.6701449618056,2127.3341574062056,-75.0,-75.0,-75.0,8.0,-75.0,CONNECTED,8.0,TMobile,downlink,SA only,3114.9426855555553,4484.606697999965,4484.521720000003,2800.3206,25.763904,0.314496,28.7
2021-01-23 07:09:34,28.36935466666905,0.3292800000000526,28.06478400000077,0.33422400000001884,29.16059199999789,0.30787200000001436,714.3561049618056,860.5845328208917,-75.0,-75.0,-75.0,8.0,-75.0,CONNECTED,8.0,TMobile,downlink,SA only,3071.6286455555555,3217.857073414619,3218.0030006001257,2755.7992,32.55728,0.301248,29.0
2021-01-23 07:09:35,30.63378133333572,0.33142400000005257,29.672056000000772,0.3415920000000188,33.068719999997896,0.33988800000001435,701.7542849618058,835.9060854062019,-75.0,-75.0,-75.0,8.0,-75.0,CONNECTED,8.0,TMobile,downlink,SA only,3059.026825555556,3193.1786259999485,3195.1224200000024,2854.2745,33.58016,0.378528,39.9
2021-01-23 07:09:38,33.583626666669055,0.3350720000000525,31.628696000000772,0.3299280000000188,34.0967999999979,0.3519840000000144,741.7103549618056,945.1538054061812,-76.0,-76.0,-76.0,2.0,-76.0,CONNECTED,2.0,TMobile,downlink,SA only,3098.9828955555554,3302.4263459999156,3302.8348800000035,2950.8633,34.613440000000004,0.32544,28.3
2021-01-23 07:09:39,31.962901333335726,0.3493120000000525,32.11149600000078,0.3372960000000188,31.1542719999979,0.33470400000001443,671.1552549618052,864.8158114061821,-76.7,-76.0,-76.0,2.0,-76.7,CONNECTED,2.0,TMobile,downlink,SA only,3028.4277955555553,3222.088351999923,3222.124999999994,2490.9346,27.695104,0.343968,24.3
2021-01-23 07:09:40,28.615488000002397,0.35004800000005254,29.856656000000783,0.3571680000000188,25.616511999997893,0.36235200000001444,628.5580849618053,606.8721794061807,-77.0,-77.0,-77.0,2.0,-77.0,CONNECTED,2.0,TMobile,downlink,SA only,2985.8306255555553,2964.144719999926,2963.890399999998,2753.1581,23.53792,0.380736,23.0
2021-01-23 07:09:41,26.154122666669064,0.3435200000000525,28.26895200000078,0.3390000000000188,25.383631999997895,0.34329600000001437,547.33377940625,754.2929374061755,-77.0,-77.0,-77.0,2.0,-77.0,CONNECTED,2.0,TMobile,downlink,SA only,2904.60632,3111.5654779999163,3112.185160000003,2756.1765,27.229344,0.305856,27.6
2021-01-23 07:09:42,27.289578666669062,0.31680000000005254,27.39096000000078,0.3235920000000188,29.165407999997896,0.2848320000000144,450.74497940625037,534.5071413425693,-77.7,-77.0,-77.0,5.0,-77.7,CONNECTED,4.1,TMobile,downlink,SA only,2808.0175200000012,2891.779681936317,2891.0523504700927,2482.634,31.101472,0.263808,27.7
2021-01-23 07:09:43,28.33829333333573,0.2953280000000525,27.138200000000783,0.3166800000000188,28.8927679999979,0.29006400000001437,428.33335940625017,647.0530474061775,-78.0,-78.0,-78.0,5.0,-78.0,CONNECTED,5.0,TMobile,downlink,SA only,2785.6059,3004.325587999927,3003.865059999997,2576.2044,26.684064000000006,0.31632,25.1
2021-01-23 07:09:44,27.606506666669066,0.3139520000000525,27.51221600000078,0.3119280000000188,25.859023999997902,0.3390240000000143,432.06862940625024,579.9053994061795,-78.0,-78.0,-78.0,5.0,-78.0,CONNECTED,5.0,TMobile,downlink,SA only,2789.34117,2937.1779399999377,2937.8923800000025,2793.1519,25.033984,0.361728,21.4
2021-01-23 07:09:45,24.34692266666907,0.3289280000000525,26.03556000000078,0.3126480000000188,23.1783519999979,0.3352320000000143,434.37015940625,575.321029406163,-78.0,-78.0,-78.0,5.0,-78.0,CONNECTED,5.0,TMobile,downlink,SA only,2791.6427,2932.593569999917,2931.962579999996,2877.2898,21.32272,0.308736,19.4
2021-01-23 07:09:46,22.873717333335733,0.2977920000000525,23.82630400000078,0.3024240000000188,21.7935839999979,0.26582400000001427,372.22884940625,731.2322154061537,-78.0,-78.0,-78.0,5.0,-78.0,CONNECTED,5.0,TMobile,downlink,SA only,2729.50139,3088.504755999919,3088.712880000005,2619.5939,22.264448,0.222912,23.3
2021-01-23 07:09:47,22.022485333335734,0.24518400000005255,22.775360000000777,0.2743200000000188,22.3723679999979,0.21340800000001425,348.83624940624986,566.9998374061507,-78.6,-78.0,-78.0,12.0,-78.6,CONNECTED,6.4,TMobile,downlink,SA only,2706.1087899999998,2924.272377999902,2924.588799999993,2761.0814,22.480288,0.203904,18.2
2021-01-23 07:09:48,20.923200000002396,0.20620800000005254,21.023080000000775,0.2318400000000188,20.252575999997898,0.19785600000001424,329.1411894062498,574.5445614061392,-81.0,-81.0,-81.0,12.0,-81.0,CONNECTED,12.0,TMobile,downlink,SA only,2686.41373,2931.817101999886,2931.6709,2753.9127,18.024864,0.191808,17.7
2021-01-23 07:09:49,20.04241066666906,0.20121600000005255,20.597920000000773,0.20664000000001884,18.8234719999979,0.19987200000001426,371.77608940624987,576.8965912325108,-81.0,-81.0,-81.0,12.0,-81.0,CONNECTED,12.0,TMobile,downlink,SA only,2729.04863,2934.1691318262706,2934.2470094018745,2917.2836,19.62208,0.207936,20.4
2021-01-23 07:09:50,20.398357333335724,0.22332800000005257,20.918840000000774,0.21847200000001887,21.585103999997898,0.2390880000000143,340.0451594062497,692.6784734061589,-81.0,-81.0,-81.0,12.0,-81.0,CONNECTED,12.0,TMobile,downlink,SA only,2697.3177,3049.95101399991,3049.297239999997,2435.8488,23.548128,0.27024000000000004,18.2
2021-01-23 07:09:51,20.595488000002387,0.26057600000005254,19.952832000000775,0.2433840000000189,21.082191999997896,0.2868960000000143,367.81443940624916,553.1674014061683,-81.0,-81.0,-81.0,12.0,-81.0,CONNECTED,12.0,TMobile,downlink,SA only,2725.086979999999,2910.4399419999213,2910.433160000006,3033.8693,18.616256,0.303552,19.2
2021-01-23 07:09:52,20.42396800000239,0.2649920000000526,20.22349600000077,0.2507280000000189,18.861887999997897,0.26236800000001426,398.45346440624917,562.5903314061688,-81.0,-81.0,-81.0,12.0,-81.0,CONNECTED,12.0,TMobile,downlink,SA only,2755.7260049999986,2919.8628719999238,2920.399760000001,2789.02425,19.10752,0.221184,24.9
2021-01-23 07:09:53,21.985162666669055,0.2534400000000525,22.375904000000773,0.25764000000001885,23.669615999997898,0.22838400000001427,421.62262440624914,537.0996054061708,-81.0,-81.0,-81.0,12.0,-81.0,CONNECTED,12.0,TMobile,downlink,SA only,2778.895164999999,2894.3721459999238,2894.2435200000004,2807.896,28.231712,0.235584,21.4
2021-01-23 07:09:54,22.593237333335725,0.22156800000005253,21.598992000000777,0.24206400000001888,24.336095999997898,0.2217600000000143,425.69833440624916,693.3462814061736,-81.0,-81.0,-81.0,12.0,-81.0,CONNECTED,12.0,TMobile,downlink,SA only,2782.9708749999986,3050.6188219999244,3051.7335800000146,2833.909,20.44048,0.207936,18.5
2021-01-23 07:09:55,23.953589333335724,0.20371200000005252,22.742072000000775,0.20808000000001886,21.8145279999979,0.18777600000001426,418.90975440624925,570.6968774061897,-81.0,-81.0,-81.0,12.0,-81.0,CONNECTED,12.0,TMobile,downlink,SA only,2776.1822949999987,2927.9694179999324,2926.747280000005,2809.4040000000005,23.188576,0.167616,27.1
2021-01-23 07:09:56,23.471338666669055,0.21718400000005253,24.661432000000772,0.22178400000001885,24.986767999997898,0.22180800000001427,413.5742644062493,591.4241714061793,-81.0,-81.0,-81.0,12.0,-81.0,CONNECTED,12.0,TMobile,downlink,SA only,2770.8468049999988,2948.696711999923,2948.4502199999997,2566.239,26.78496,0.276,25.9
2021-01-23 07:09:57,25.53197866666905,0.27555200000005253,24.25910400000077,0.25864800000001886,26.703679999997895,0.32952000000001425,401.1022244062497,426.2747608664765,-81.0,-81.0,-81.0,12.0,-81.0,CONNECTED,12.0,TMobile,downlink,SA only,2758.374765,2783.547301460227,2784.6643128625765,2636.361,26.6224,0.38304,24.9
2021-01-23 07:09:58,26.849738666669055,0.3179840000000525,25.93444800000077,0.28039200000001885,26.8821279999979,0.33897600000001427,398.7343544062496,830.045563406185,-81.0,-81.0,-81.0,12.0,-81.0,CONNECTED,12.0,TMobile,downlink,SA only,2756.0068949999995,3187.3181039999267,3186.636319999995,2730.234000000001,27.141856,0.294912,24.3
2021-01-23 07:09:59,27.090933333335723,0.2914560000000525,27.01444000000077,0.28759200000001883,27.3251999999979,0.2456640000000143,369.58649440624964,667.3961934061938,-87.0,-87.0,-87.0,21.0,-87.0,CONNECTED,21.0,TMobile,downlink,SA only,2726.8590349999995,3024.6687339999285,3024.449099999992,2625.805,27.508544,0.196416,24.4
2021-01-23 07:10:00,25.95027200000239,0.21120000000005246,26.118304000000773,0.2541600000000188,25.3544799999979,0.1693440000000143,396.57451440624936,539.685711406185,-87.0,-87.0,-87.0,21.0,-87.0,CONNECTED,21.0,TMobile,downlink,SA only,2753.8470549999993,2896.9582519999267,2897.590439999996,2705.7290000000007,23.200416,0.142272,22.5
2021-01-23 07:10:01,24.153386666669054,0.16742400000005242,24.900504000000772,0.1992960000000188,22.475807999997897,0.15292800000001427,383.9676844062497,572.3749974061827,-87.0,-87.0,-87.0,21.0,-87.0,CONNECTED,21.0,TMobile,downlink,SA only,2741.240225,2929.647537999921,2929.7333399999957,2907.801,21.7512,0.16358399999999998,22.6
2021-01-23 07:10:02,23.700906666669056,0.1712960000000524,24.652816000000772,0.17757600000001877,23.951151999997897,0.18580800000001427,351.6232594062494,769.1533354061822,-87.0,-87.0,-87.0,21.0,-87.0,CONNECTED,21.0,TMobile,downlink,SA only,2708.8957999999993,3126.4258759999243,3126.4267000000023,2465.58,26.151104,0.208032,21.4
2021-01-23 07:10:03,22.705706666669055,0.2033600000000524,22.829384000000772,0.18808800000001877,23.182959999997898,0.22324800000001432,342.77632607291616,444.68747940618795,-87.0,-87.0,-87.0,21.0,-87.0,CONNECTED,21.0,TMobile,downlink,SA only,2700.048866666666,2801.9600199999327,2801.6418199999994,2719.426666666668,20.214816,0.238464,22.9
2021-01-23 07:10:04,22.877290666669055,0.2254400000000524,22.59576800000077,0.20997600000001876,21.240383999997896,0.23414400000001434,318.1959260729164,698.7727944732021,-87.0,-87.0,-87.0,21.0,-87.0,CONNECTED,21.0,TMobile,downlink,SA only,2675.4684666666667,3056.0453350669463,3055.9799759952075,2588.105,22.265952,0.229824,17.5
2021-01-23 07:10:05,20.45099733333572,0.20332800000005244,21.876024000000772,0.20450400000001878,20.569087999997897,0.18576000000001436,299.7983260729161,658.5083714061693,-87.0,-87.0,-87.0,21.0,-87.0,CONNECTED,21.0,TMobile,downlink,SA only,2657.070866666666,3015.7809119999256,3016.4285999999934,2625.428,18.872224,0.14169600000000002,22.0
2021-01-23 07:10:06,21.997706666669057,0.16934400000005242,21.551984000000772,0.18662400000001877,21.8635839999979,0.13910400000001433,308.808626072916,743.8318654061688,-87.0,-87.0,-87.0,21.0,-87.0,CONNECTED,21.0,TMobile,downlink,SA only,2666.081166666666,3101.1044059999163,3101.5581200000042,2656.342,24.854944,0.136512,22.0
2021-01-23 07:10:07,22.738880000002393,0.14169600000005242,22.620648000000774,0.16372800000001878,24.6722079999979,0.1416960000000143,307.4514260729161,586.4130474061874,-87.0,-87.0,-87.0,21.0,-87.0,CONNECTED,21.0,TMobile,downlink,SA only,2664.723966666666,2943.685587999921,2943.065479999999,2622.789,24.489472,0.14687999999999998,25.8
2021-01-23 07:10:08,25.34330666666906,0.1484160000000524,23.725536000000773,0.14673600000001877,25.587487999997897,0.15436800000001433,285.54772607291625,534.3457414061942,-86.0,-86.0,-86.0,21.0,-86.0,CONNECTED,21.0,TMobile,downlink,SA only,2642.820266666666,2891.618281999937,2891.125460000001,2511.197,26.685504,0.161856,22.8
2021-01-23 07:10:09,24.434293333335727,0.17590400000005244,24.539456000000772,0.16605600000001877,24.406703999997898,0.19041600000001435,286.2640260729163,632.0315774062003,-86.6,-86.0,-86.0,21.0,-86.6,CONNECTED,21.0,TMobile,downlink,SA only,2643.5365666666657,2989.304117999929,2989.842300000003,2632.968,22.127904,0.21897600000000006,19.3
2021-01-23 07:10:10,23.397258666669057,0.21372800000005243,23.67031200000077,0.1970160000000188,21.753135999997898,0.2396640000000143,294.29412607291624,566.4658034061897,-86.2,-86.0,-86.0,21.0,-86.2,CONNECTED,21.0,TMobile,downlink,SA only,2651.566666666666,2923.738343999932,2922.8506200000065,2786.03,21.378368,0.260352,22.2
2021-01-23 07:10:11,22.785525333335716,0.21584000000005243,23.760520000000767,0.2023440000000188,23.1143359999979,0.21427200000001428,259.19542607291623,755.2587674061833,-86.0,-86.0,-86.0,21.0,-86.0,CONNECTED,21.0,TMobile,downlink,SA only,2616.467966666666,3112.5313079999323,3113.201019999993,2556.814,24.850304,0.168192,23.7
2021-01-23 07:10:12,23.763200000002385,0.1893120000000524,23.35437600000077,0.19672800000001878,24.955615999997903,0.15379200000001433,266.13222607291567,595.0644408024681,-86.5,-86.0,-86.0,21.0,-86.5,CONNECTED,21.0,TMobile,downlink,SA only,2623.4047666666656,2952.336981396205,2952.6056211242303,2534.948,25.060928,0.13939200000000002,24.1
2021-01-23 07:10:13,24.256554666669057,0.1543680000000524,23.537008000000768,0.18086400000001876,23.9596799999979,0.14745600000001433,259.82375940624934,510.7084734061896,-87.0,-87.0,-87.0,21.0,-87.0,CONNECTED,21.0,TMobile,downlink,SA only,2617.0962999999992,2867.9810139999336,2868.4808400000056,2656.342,22.858432,0.15552,18.5
2021-01-23 07:10:14,22.331061333335725,0.14400000000005242,22.96087200000077,0.15004800000001878,20.966127999997894,0.14630400000001434,298.7301594062492,436.6071294061903,-87.0,-87.0,-87.0,21.0,-87.0,CONNECTED,21.0,TMobile,downlink,SA only,2656.002699999999,2793.879669999922,2792.8322599999933,2977.169000000001,19.073824,0.13708800000000002,16.6
2021-01-23 07:10:15,19.335701333335724,0.14054400000005243,20.76700800000077,0.14025600000001878,17.574335999997896,0.13305600000001433,304.3097594062492,774.9718614061948,-87.0,-87.0,-87.0,21.0,-87.0,CONNECTED,21.0,TMobile,downlink,SA only,2661.582299999999,3132.244401999934,3132.639259999998,2681.224,16.074848,0.129024,15.1
2021-01-23 07:10:16,17.187957333335724,0.1580480000000524,18.60557600000077,0.15741600000001876,16.245023999997898,0.16852800000001433,340.6902594062489,821.7039554061902,-87.0,-87.0,-87.0,21.0,-87.0,CONNECTED,21.0,TMobile,downlink,SA only,2697.962799999999,3178.9764959999325,3179.287960000003,3020.147,16.4152,0.208032,14.5
2021-01-23 07:10:17,16.31308800000239,0.19164800000005242,17.00327200000077,0.17800800000001876,16.4322079999979,0.2229600000000143,387.325159406249,820.5872554061905,-87.0,-87.0,-87.0,21.0,-87.0,CONNECTED,21.0,TMobile,downlink,SA only,2744.597699999999,3177.8597959999292,3178.094920000004,3089.138,16.449216,0.237888,20.8
2021-01-23 07:10:18,18.46697600000239,0.2033600000000524,17.86894400000077,0.18477600000001876,19.4928639999979,0.2010240000000143,378.12635940624887,655.5503554061977,-87.0,-87.0,-87.0,21.0,-87.0,CONNECTED,21.0,TMobile,downlink,SA only,2735.3988999999992,3012.822895999935,3012.648900000001,2419.209,22.536512,0.16416,15.0
2021-01-23 07:10:19,15.69436800000239,0.1486080000000524,15.874576000000769,0.16346400000001876,15.3169439999979,0.1039680000000143,383.555159406249,708.1261691481458,-86.4,-85.0,-85.0,21.0,-86.4,CONNECTED,18.9,TMobile,downlink,SA only,2740.827699999999,3065.3987097418944,3065.122504500901,2687.256,8.097375999999999,0.043776,7.36
