pageRef,startedDateTime,requestMethod,requestUrl,requestHttpVersion,requestHeaderSize,responseStatus,responseContentSize,responseContentType,responseContentLength,time,blocked,dns,connect,send,wait,receive,ssl
page_1,2020-12-25T06:12:33.393Z,GET,http://17track.net/,http/1.1,-1,301,0,text/html,178,606.8999999988591,108.77799999903701,0.03100000000000591,239.427,0.2769999999999868,255.56500000000005,2.821999994921498,-1
page_1,2020-12-25T06:12:34.000Z,GET,https://17track.net/,h2,-1,301,0,text/html,178,858.1220000050962,2.5829999967990442,0.252,571.284,0.5470000000000255,279.322,4.134000002522953,305.141
page_1,2020-12-25T06:12:34.858Z,GET,https://www.17track.net/,h2,-1,302,0,text/html; charset=utf-8,50,586.1149999982445,3.9629999926108868,156.024,107.25400000000002,1.2639999999999532,310.888,6.722000005538575,66.52000000000001
page_1,2020-12-25T06:12:35.444Z,GET,https://www.17track.net/en,h2,-1,200,113125,text/html; charset=utf-8,75.47799999883864,6.633000001730397,-1,-1,0.6020000000000003,51.217999999999996,17.024999993736856,-1
page_1,2020-12-25T06:12:35.610Z,GET,https://cdn.snigelweb.com/pub/17track.net/20201207/snhb-17track.net.min.js,h2,-1,200,50079,application/javascript,"s-maxage=1800, max-age=1800, public, must-revalidate",274.53199999581557,5.487999998981133,44.087,124.356,0.21600000000000819,98.786,1.5989999956218526,84.697
page_1,2020-12-25T06:12:35.613Z,GET,https://res.17track.net/global-v2/vendor-yq/re-mobile-site/re-mobile-site.min.js?v=3ff121e892,h2,-1,200,12132,application/javascript; charset=UTF-8,"public, max-age=31536000",294.06299999391194,11.903999996081925,106.321,115.469,0.21100000000001273,59.36500000000001,0.7929999992484227,75.089
page_1,2020-12-25T06:12:35.614Z,GET,https://res.17track.net/global-v2/css/bootstrap.min.css?v=882a2f3a81,h2,-1,200,111360,text/css; charset=UTF-8,"public, max-age=31536000",209.18799999344628,118.67499998946116,-1,-1,8.236999999999995,76.75300000000001,5.522999999811873,-1
page_1,2020-12-25T06:12:35.616Z,GET,https://res.17track.net/global-v2/css/bootstrap-extend.min.css?v=308c237350,h2,-1,200,136617,text/css; charset=UTF-8,"public, max-age=31536000",193.36099999782164,117.52800000086613,-1,-1,8.111000000000004,62.88300000000001,4.8390000010840595,-1
page_1,2020-12-25T06:12:35.618Z,GET,https://res.17track.net/global-v2/css/site.min.css?v=4206263675,h2,-1,200,205728,text/css; charset=UTF-8,"public, max-age=31536000",267.03899999847636,115.85999999790918,-1,-1,7.891999999999996,86.95899999999999,56.32800000603311,-1
page_1,2020-12-25T06:12:35.619Z,GET,https://res.17track.net/global-v2/merge-css/base-vendor/base-vendor.min.css?v=7a8ddaaf78,h2,-1,200,140430,text/css; charset=UTF-8,"public, max-age=31536000",207.09899999201298,114.80699999400322,-1,-1,7.650999999999996,73.14500000000001,11.495999991893768,-1
page_1,2020-12-25T06:12:35.620Z,GET,https://res.17track.net/global-v2/merge-css/base-site/base-site.min.css?v=d4ebfd0a61,h2,-1,200,45061,text/css; charset=UTF-8,"public, max-age=31536000",175.745000000461,112.91000001132488,-1,-1,8.483999999999995,50.135000000000005,4.215999986627139,-1
page_1,2020-12-25T06:12:35.621Z,GET,https://res.17track.net/global-v2/merge-css/enum/enum.min.css?v=3192af452b,h2,-1,200,240460,text/css; charset=UTF-8,"public, max-age=31536000",217.23399999609683,112.0579999977937,-1,-1,8,85.507,11.66899999952875,-1
page_1,2020-12-25T06:12:35.624Z,GET,https://res.17track.net/global-v2/vendor/codemirror/codemirror.min.css?v=581621bcd0,h2,-1,200,7436,text/css; charset=UTF-8,"public, max-age=31536000",166.47499999089632,109.47899999310822,-1,-1,7.533000000000001,48.127999999999986,1.3349999935599044,-1
