timestamp,activeInterfaceName1,activeInterfaceName2,activeInterfaceName3,linkUpKbps,linkDownKbps,interfaceNameMobile1,interfaceNameMobile2,abstractSignalStr,mobileDataActivity,mobileDataState,mobileRx,mobileTx,mobileRxPackets,mobileTxPackets,mobileRxUid,mobileTxUid,mobileRxPacketsUid,mobileTxPacketsUid,mobileRx_diff_Mbps,mobileTx_diff_Mbps,locationProvider,latitude,longitude,locationAccuracy,movingSpeed,movingSpeedAccuracyMPS,compassDirection,compassAccuracy,activity0,activity1,activity2,activity3,activity4,activity5,activity6,activity7,activity8,activity9,mostProbableActivityType,mobilityLabel,mobilityLabelv2,nrStatus,nr_ssRsrp,nr_ssRsrq,nr_ssSinr,nr_level,handoffType,horizontalHandoff,verticalHandoff,accessNetworkTechnology,mCid,mAlphaLong,mAlphaShort,cpuTemperature,batteryTemperature,currentNow,voltageNow,cpuUsage,appCpuUsage,coreCpuUsage,availHeapSizeInMB
2021-01-25 06:41:25.423 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,313689986621,10885345,210655499,117805,246698697998,1196633,175627414,19826,2509519,87,fused,44.9860846,-93.2383988,7.212,0.12356908,0.7887332,180.4807,0,null,null,null,null,null,null,null,null,null,null,null,101,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.2,0,0,0,0,,216
2021-01-25 06:41:26.424 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,313689986621,10885345,210655499,117805,246698697998,1196633,175627414,19826,2509519,87,fused,44.9860846,-93.2383988,7.212,0.12356908,0.7887332,180.4807,0,null,null,null,null,null,null,null,null,null,null,null,101,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.5,0,0,0,0,,214
2021-01-25 06:41:27.423 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,313689986621,10885345,210655499,117805,246698697998,1196633,175627414,19826,0,0,fused,44.9860946,-93.2384069,7.285,0.47942302,1.762328,328.15268,0,null,null,null,null,null,null,null,null,null,null,null,101,0,NOT_RESTRICTED,,,,,1,0,1,IWLAN,49128716,null,null,51,34.5,0,0,0,0,,213
2021-01-25 06:41:28.423 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,313689986681,10885546,210655500,117808,246698698058,1196834,175627415,19829,0,0,fused,44.9860995,-93.2384111,12.982,0.47795448,1.762328,328.69098,0,null,null,null,null,null,null,null,null,null,null,null,101,0,NOT_RESTRICTED,,,,,0,0,0,IWLAN,49128716,null,null,51,34.2,0,0,0,0,,234
2021-01-25 06:41:29.423 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,313708619449,10886019,210668362,117814,246717097826,1197307,175640527,19835,75,0,fused,44.9860995,-93.2384111,12.982,0.47795448,1.762328,328.69098,0,null,null,null,null,null,null,null,null,null,null,null,101,0,NOT_RESTRICTED,,,,,0,0,0,IWLAN,49128716,null,null,51,34.2,0,0,0,0,,232
2021-01-25 06:41:30.424 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,313774576205,10886019,210713535,117814,246782803622,1197307,175687326,19835,338,0,fused,44.9860995,-93.2384111,12.982,0.47795448,1.762328,328.69098,0,null,null,null,null,null,null,null,null,null,null,null,101,0,NOT_RESTRICTED,,,,,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,231
2021-01-25 06:41:31.424 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,314033663005,10886019,210887716,117814,247039572758,1197307,175870210,19835,1300,0,fused,44.9861018,-93.2384397,10.97,0.37591678,0.7824321,250.37187,70.169014,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-96,-11,2147483647,1 parametersUseForLevel = 0,2,0,1,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,229
2021-01-25 06:41:32.425 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,314301066585,10886019,211066928,117814,247301707982,1197307,176057925,19835,2106,0,fused,44.9861018,-93.2384397,10.97,0.37591678,0.7824321,250.37187,70.169014,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-96,-11,2147483647,1 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,227
2021-01-25 06:41:33.425 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,314588101937,10886019,211262723,117814,247589178386,1197307,176261746,19835,2218,0,fused,44.9860995,-93.2384466,10.997,0.37058878,1.753083,235.82594,92.38534,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-86,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,226
2021-01-25 06:41:34.425 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,314878381609,10886019,211454704,117814,247870956974,1197307,176462445,19835,2309,0,fused,44.9860995,-93.2384466,10.997,0.37058878,1.753083,235.82594,92.38534,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-86,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,224
2021-01-25 06:41:35.425 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,315168580241,10886019,211649509,117814,248156929310,1197307,176666086,19835,2322,0,fused,44.9861085,-93.2384385,7.879,0.11391071,0.092195444,261.55612,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-86,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,223
2021-01-25 06:41:36.427 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,315466724769,10886019,211851644,117814,248454007286,1197307,176877788,19835,2353,0,fused,44.9861085,-93.2384385,7.879,0.11391071,0.092195444,261.55612,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-86,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,221
2021-01-25 06:41:37.427 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,315761106921,10886019,212046862,117814,248740476638,1197307,177081780,19835,2370,0,fused,44.9861211,-93.2384227,7.814,0.72329533,0.29681644,40.320675,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,220
2021-01-25 06:41:38.427 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,316055338777,10886019,212244637,117814,249030392810,1197307,177288239,19835,2354,0,fused,44.986127,-93.2384154,11.332,0.67671335,0.29681644,40.56224,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,218
2021-01-25 06:41:39.427 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,316309694417,10886019,212415159,117814,249281027870,1197307,177466772,19835,2194,0,fused,44.986127,-93.2384154,11.332,0.67671335,0.29681644,40.56224,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,216
2021-01-25 06:41:40.428 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,316562074809,10886019,212584915,117814,249530244890,1197307,177644193,19835,2027,0,fused,44.986127,-93.2384154,11.332,0.67671335,0.29681644,40.56224,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,215
2021-01-25 06:41:41.429 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,316821887085,10886019,212759187,117814,249785777102,1197307,177826399,19835,2049,0,fused,44.9861349,-93.2384107,10.046,0.49446723,1.3776792,331.15988,81.82802,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,213
2021-01-25 06:41:42.430 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,317118481109,10886019,212959144,117814,250080318050,1197307,178036134,19835,2226,0,fused,44.9861349,-93.2384107,10.046,0.49446723,1.3776792,331.15988,81.82802,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,233
2021-01-25 06:41:43.431 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,317410283953,10886019,213154786,117814,250367193158,1197307,178240404,19835,2354,0,fused,44.9861413,-93.2384113,9.902,0.47292635,0.8232861,332.63568,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,232
2021-01-25 06:41:44.431 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,317708046397,10886019,213354402,117814,250659835898,1197307,178448745,19835,2358,0,fused,44.9861413,-93.2384113,9.902,0.47292635,0.8232861,332.63568,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,230
2021-01-25 06:41:45.431 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,317993640345,10886019,213546560,117814,250942341758,1197307,178650092,19835,2333,0,fused,44.9861422,-93.238405,6.667,0.19381267,1.7938784,47.435673,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,229
2021-01-25 06:41:46.432 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,318293623409,10886019,213747161,117814,251236771790,1197307,178859668,19835,2342,0,fused,44.9861422,-93.238405,6.667,0.19381267,1.7938784,47.435673,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,227
2021-01-25 06:41:47.433 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,318591165633,10886019,213946590,117814,251529143558,1197307,179067910,19835,2390,0,fused,44.986122,-93.238381,6.386,1.0586793,0.1979899,136.9112,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,226
2021-01-25 06:41:48.433 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,318880780505,10886019,214141118,117814,251815377038,1197307,179271922,19835,2349,0,fused,44.9861138,-93.2383704,11.174,0.9614301,0.1979899,137.20847,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,224
2021-01-25 06:41:49.433 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,319184006917,10886019,214345387,117814,252114671930,1197307,179484953,19835,2371,0,fused,44.9861138,-93.2383704,11.174,0.9614301,0.1979899,137.20847,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,222
2021-01-25 06:41:50.433 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,319476067109,10886019,214542236,117814,252403699370,1197307,179690916,19835,2381,0,fused,44.9861138,-93.2383704,11.174,0.9614301,0.1979899,137.20847,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,221
2021-01-25 06:41:51.433 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,319772875849,10886019,214740051,117814,252694662926,1197307,179898180,19835,2355,0,fused,44.9860871,-93.2383715,8.722,1.0384899,0.086023256,174.16722,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,219
2021-01-25 06:41:52.433 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,320073026129,10886019,214941434,117814,252989825846,1197307,180108282,19835,2388,0,fused,44.9860871,-93.2383715,8.722,1.0384899,0.086023256,174.16722,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,217
2021-01-25 06:41:53.433 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,320365157533,10886019,215137984,117814,253279162166,1197307,180314429,19835,2369,0,fused,44.9860788,-93.2383729,8.48,0.6043,0.086023256,181.35161,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,216
2021-01-25 06:41:54.433 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,320665604761,10886019,215339584,117814,253575319118,1197307,180525300,19835,2370,0,fused,44.9860788,-93.2383729,8.48,0.6043,0.086023256,181.35161,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,214
2021-01-25 06:41:55.433 CDT,185,LTE,rmnet_data2,15000,30000,-1,-1,4,-1,-1,320960205913,10886019,215537249,117814,253865054174,1197307,180731762,19835,2380,0,fused,44.9860773,-93.2383742,5.03,0.21811679,0.086023256,191.03877,0,null,null,null,null,null,null,null,null,null,null,null,102,0,CONNECTED,-84,-11,2147483647,2 parametersUseForLevel = 0,0,0,0,IWLAN,49128716,null,null,51,34.3,0,0,0,0,,213
