enabled_radio_type,carrier,interval,RTT1,RTT2,active_radio_type,KeepOrDrop
5G-NSA-Low-Band,T-Mobile,9.7,220,221,5,YEP
5G-NSA-Low-Band,T-Mobile,9.8,109,109,5,YEP
5G-NSA-Low-Band,T-Mobile,9.9,993,994,5,YEP
5G-NSA-Low-Band,T-Mobile,10,463,463,5,YEP
5G-NSA-Low-Band,T-Mobile,10.1,262,263,5,YEP
5G-NSA-Low-Band,T-Mobile,10.2,1064,1063,4,YEP
5G-NSA-Low-Band,T-Mobile,10.3,89,89,5,YEP
5G-NSA-Low-Band,T-Mobile,10.4,969,970,4,YEP
5G-NSA-Low-Band,T-Mobile,10.5,97,97,5,YEP
5G-NSA-Low-Band,T-Mobile,10.6,563,564,4,YEP
5G-NSA-Low-Band,T-Mobile,10.7,89,90,5,YEP
5G-NSA-Low-Band,T-Mobile,10.8,1459,1460,4,YEP
5G-NSA-Low-Band,T-Mobile,10.9,130,131,5,YEP
5G-NSA-Low-Band,T-Mobile,11,1034,1033,4,YEP
5G-NSA-Low-Band,T-Mobile,11.1,370,371,5,YEP
5G-NSA-Low-Band,T-Mobile,11.2,1603,1602,4,YEP
5G-NSA-Low-Band,T-Mobile,11.3,356,356,5,YEP
5G-NSA-Low-Band,T-Mobile,11.4,1299,1298,4,YEP
5G-NSA-Low-Band,T-Mobile,11.5,118,119,5,YEP
5G-NSA-Low-Band,T-Mobile,11.6,1088,1088,4,YEP
5G-NSA-Low-Band,T-Mobile,11.7,1315,1315,4,OUT
5G-NSA-Low-Band,T-Mobile,11.8,1051,1051,4,YEP
5G-NSA-Low-Band,T-Mobile,11.9,856,856,4,YEP
5G-NSA-Low-Band,T-Mobile,12,811,810,4,YEP
5G-NSA-Low-Band,T-Mobile,12.1,696,695,4,YEP
5G-NSA-Low-Band,T-Mobile,12.2,615,615,4,BAD
5G-NSA-Low-Band,T-Mobile,12.3,500,499,4,YEP
5G-NSA-Low-Band,T-Mobile,12.4,1661,1661,4,YEP
5G-NSA-Low-Band,T-Mobile,12.5,1605,1605,4,YEP
5G-NSA-Low-Band,T-Mobile,12.6,1463,1462,4,YEP
5G-NSA-Low-Band,T-Mobile,12.7,1368,1367,4,YEP
5G-NSA-Low-Band,T-Mobile,12.8,1291,1291,4,YEP
5G-NSA-Low-Band,T-Mobile,12.9,1206,1206,4,YEP
5G-NSA-Low-Band,T-Mobile,13,1098,1098,4,YEP
5G-NSA-Low-Band,T-Mobile,13.1,916,916,4,YEP
5G-NSA-Low-Band,T-Mobile,13.2,913,913,4,YEP
5G-NSA-Low-Band,T-Mobile,13.3,786,785,4,YEP
5G-NSA-Low-Band,T-Mobile,13.4,660,660,4,YEP
5G-NSA-Low-Band,T-Mobile,13.5,593,594,4,YEP
5G-NSA-Low-Band,T-Mobile,13.6,481,481,4,YEP
5G-NSA-Low-Band,T-Mobile,13.7,1658,1658,4,YEP
5G-NSA-Low-Band,T-Mobile,13.8,1557,1556,4,YEP
5G-NSA-Low-Band,T-Mobile,13.9,1454,1454,4,YEP
5G-NSA-Low-Band,T-Mobile,14,1334,1333,4,YEP
5G-NSA-Low-Band,T-Mobile,14.1,1281,1281,4,YEP
5G-NSA-Low-Band,T-Mobile,14.2,1166,1166,4,YEP
5G-NSA-Low-Band,T-Mobile,14.3,1064,1064,4,YEP
5G-NSA-Low-Band,T-Mobile,14.4,1004,1004,4,YEP
5G-NSA-Low-Band,T-Mobile,14.5,1038,1038,4,OUT
5G-NSA-Low-Band,T-Mobile,14.6,761,762,4,YEP
5G-NSA-Low-Band,T-Mobile,14.7,659,659,4,YEP
5G-NSA-Low-Band,T-Mobile,14.8,566,567,4,YEP
5G-NSA-Low-Band,T-Mobile,14.9,456,456,4,YEP
5G-NSA-Low-Band,T-Mobile,15,1623,1623,4,YEP
5G-NSA-Low-Band,T-Mobile,15.1,1556,1555,4,YEP
5G-NSA-Low-Band,T-Mobile,15.2,1458,1458,4,YEP
5G-NSA-Low-Band,T-Mobile,15.3,1320,1321,4,YEP
5G-NSA-Low-Band,T-Mobile,15.4,1242,1241,4,YEP
5G-NSA-Low-Band,T-Mobile,15.5,1146,1146,4,YEP
5G-NSA-Low-Band,T-Mobile,15.6,1039,1038,4,YEP
5G-NSA-Low-Band,T-Mobile,15.7,949,949,4,YEP
5G-NSA-Low-Band,T-Mobile,15.8,864,863,4,YEP
5G-NSA-Low-Band,T-Mobile,15.9,726,726,4,YEP
5G-NSA-Low-Band,T-Mobile,16,621,622,4,YEP
5G-NSA-Low-Band,T-Mobile,16.1,551,551,4,YEP
5G-NSA-Low-Band,T-Mobile,16.2,428,427,4,YEP
5G-NSA-Low-Band,T-Mobile,16.3,1599,1600,4,YEP
5G-NSA-Low-Band,T-Mobile,16.4,1532,1533,4,YEP
5G-NSA-Low-Band,T-Mobile,16.5,1440,1439,4,YEP
5G-NSA-Low-Band,T-Mobile,16.6,1297,1297,4,YEP
5G-NSA-Low-Band,T-Mobile,16.7,1222,1222,4,YEP
5G-NSA-Low-Band,T-Mobile,16.8,1140,1139,4,YEP
5G-NSA-Low-Band,T-Mobile,16.9,992,992,4,YEP
5G-NSA-Low-Band,T-Mobile,17,935,936,4,YEP
5G-NSA-Low-Band,T-Mobile,17.1,827,827,4,YEP
5G-NSA-Low-Band,T-Mobile,17.2,726,725,4,YEP
5G-NSA-Low-Band,T-Mobile,17.3,619,619,4,YEP
5G-NSA-Low-Band,T-Mobile,17.4,518,518,4,YEP
5G-NSA-Low-Band,T-Mobile,17.5,401,401,4,YEP
5G-NSA-Low-Band,T-Mobile,17.6,1607,1606,4,YEP
5G-NSA-Low-Band,T-Mobile,17.7,1512,1512,4,YEP
5G-NSA-Low-Band,T-Mobile,17.8,1404,1405,4,YEP
5G-NSA-Low-Band,T-Mobile,17.9,1285,1286,4,YEP
5G-NSA-Low-Band,T-Mobile,18,1196,1196,4,YEP
5G-NSA-Low-Band,T-Mobile,18.1,1098,1098,4,YEP
5G-NSA-Low-Band,T-Mobile,18.2,998,998,4,YEP
5G-NSA-Low-Band,T-Mobile,18.3,919,919,4,YEP
5G-NSA-Low-Band,T-Mobile,18.4,801,800,4,YEP
5G-NSA-Low-Band,T-Mobile,18.5,686,685,4,YEP
5G-NSA-Low-Band,T-Mobile,18.6,587,586,4,YEP
5G-NSA-Low-Band,T-Mobile,18.7,496,495,4,YEP
5G-NSA-Low-Band,T-Mobile,18.8,429,428,4,YEP
5G-NSA-Low-Band,T-Mobile,18.9,1566,1566,4,YEP
5G-NSA-Low-Band,T-Mobile,19,1467,1466,4,YEP
5G-NSA-Low-Band,T-Mobile,19.1,1382,1382,4,YEP
5G-NSA-Low-Band,T-Mobile,19.2,1293,1294,4,YEP
5G-NSA-Low-Band,T-Mobile,19.3,1169,1170,4,YEP
5G-NSA-Low-Band,T-Mobile,19.4,1087,1087,4,YEP
5G-NSA-Low-Band,T-Mobile,19.5,992,991,4,YEP
5G-NSA-Low-Band,T-Mobile,19.6,856,856,4,YEP
5G-NSA-Low-Band,T-Mobile,19.7,785,784,4,YEP
5G-NSA-Low-Band,T-Mobile,19.8,678,678,4,YEP
5G-NSA-Low-Band,T-Mobile,19.9,605,605,4,YEP
5G-NSA-Low-Band,T-Mobile,0,89,88,4,YEP
5G-NSA-Low-Band,T-Mobile,0.1,99,99,4,YEP
5G-NSA-Low-Band,T-Mobile,0.2,87,88,4,YEP
5G-NSA-Low-Band,T-Mobile,0.3,63,62,5,YEP
5G-NSA-Low-Band,T-Mobile,0.4,100,99,5,YEP
5G-NSA-Low-Band,T-Mobile,0.5,151,151,5,YEP
5G-NSA-Low-Band,T-Mobile,0.6,359,360,5,YEP
5G-NSA-Low-Band,T-Mobile,0.7,229,230,5,YEP
5G-NSA-Low-Band,T-Mobile,0.8,191,191,5,YEP
5G-NSA-Low-Band,T-Mobile,0.9,380,379,5,YEP
5G-NSA-Low-Band,T-Mobile,1,279,280,5,YEP
5G-NSA-Low-Band,T-Mobile,1.1,170,170,5,YEP
5G-NSA-Low-Band,T-Mobile,1.2,89,89,5,YEP
5G-NSA-Low-Band,T-Mobile,1.3,300,300,5,YEP
5G-NSA-Low-Band,T-Mobile,1.4,199,200,5,YEP
5G-NSA-Low-Band,T-Mobile,1.5,110,110,5,YEP
5G-NSA-Low-Band,T-Mobile,1.6,319,319,5,YEP
5G-NSA-Low-Band,T-Mobile,1.7,191,190,5,YEP
5G-NSA-Low-Band,T-Mobile,1.8,128,129,5,YEP
5G-NSA-Low-Band,T-Mobile,1.9,330,330,5,YEP
5G-NSA-Low-Band,T-Mobile,2,259,259,5,YEP
5G-NSA-Low-Band,T-Mobile,2.1,146,146,5,YEP
5G-NSA-Low-Band,T-Mobile,2.2,345,345,5,YEP
5G-NSA-Low-Band,T-Mobile,2.3,270,270,5,YEP
5G-NSA-Low-Band,T-Mobile,2.4,169,170,5,YEP
5G-NSA-Low-Band,T-Mobile,2.5,360,360,5,YEP
5G-NSA-Low-Band,T-Mobile,2.6,290,290,5,YEP
5G-NSA-Low-Band,T-Mobile,2.7,170,170,5,YEP
5G-NSA-Low-Band,T-Mobile,2.8,90,89,5,YEP
5G-NSA-Low-Band,T-Mobile,2.9,317,317,5,YEP
5G-NSA-Low-Band,T-Mobile,3,173,173,5,YEP
5G-NSA-Low-Band,T-Mobile,3.1,110,109,5,YEP
5G-NSA-Low-Band,T-Mobile,3.2,320,321,5,YEP
5G-NSA-Low-Band,T-Mobile,3.3,220,219,5,YEP
5G-NSA-Low-Band,T-Mobile,3.4,120,119,5,YEP
5G-NSA-Low-Band,T-Mobile,3.5,370,371,5,YEP
5G-NSA-Low-Band,T-Mobile,3.6,210,209,5,YEP
5G-NSA-Low-Band,T-Mobile,3.7,141,141,5,YEP
5G-NSA-Low-Band,T-Mobile,3.8,360,360,5,YEP
5G-NSA-Low-Band,T-Mobile,3.9,282,283,5,YEP
5G-NSA-Low-Band,T-Mobile,4,137,137,5,YEP
5G-NSA-Low-Band,T-Mobile,4.1,381,380,5,YEP
5G-NSA-Low-Band,T-Mobile,4.2,279,278,5,YEP
5G-NSA-Low-Band,T-Mobile,4.3,170,171,5,YEP
5G-NSA-Low-Band,T-Mobile,4.4,91,90,5,YEP
5G-NSA-Low-Band,T-Mobile,4.5,299,300,5,YEP
5G-NSA-Low-Band,T-Mobile,4.6,200,199,5,YEP
5G-NSA-Low-Band,T-Mobile,4.7,80,80,5,YEP
5G-NSA-Low-Band,T-Mobile,4.8,341,342,5,YEP
5G-NSA-Low-Band,T-Mobile,4.9,209,208,5,YEP
5G-NSA-Low-Band,T-Mobile,5,110,111,5,YEP
5G-NSA-Low-Band,T-Mobile,5.1,90,91,5,YEP
5G-NSA-Low-Band,T-Mobile,5.2,189,189,5,YEP
5G-NSA-Low-Band,T-Mobile,5.3,130,130,5,YEP
5G-NSA-Low-Band,T-Mobile,5.4,89,89,5,YEP
5G-NSA-Low-Band,T-Mobile,5.5,220,220,5,YEP
5G-NSA-Low-Band,T-Mobile,5.6,83,83,5,YEP
5G-NSA-Low-Band,T-Mobile,5.7,137,137,5,YEP
5G-NSA-Low-Band,T-Mobile,5.8,120,120,5,YEP
5G-NSA-Low-Band,T-Mobile,5.9,339,339,5,YEP
5G-NSA-Low-Band,T-Mobile,6,380,380,5,YEP
5G-NSA-Low-Band,T-Mobile,6.1,320,319,5,YEP
5G-NSA-Low-Band,T-Mobile,6.2,200,201,5,YEP
5G-NSA-Low-Band,T-Mobile,6.3,80,80,5,YEP
5G-NSA-Low-Band,T-Mobile,6.4,339,339,5,YEP
5G-NSA-Low-Band,T-Mobile,6.5,222,222,5,YEP
5G-NSA-Low-Band,T-Mobile,6.6,117,118,5,YEP
5G-NSA-Low-Band,T-Mobile,6.7,339,340,5,YEP
5G-NSA-Low-Band,T-Mobile,6.8,250,249,5,YEP
5G-NSA-Low-Band,T-Mobile,6.9,131,131,5,YEP
5G-NSA-Low-Band,T-Mobile,7,365,364,5,YEP
5G-NSA-Low-Band,T-Mobile,7.1,234,233,5,YEP
5G-NSA-Low-Band,T-Mobile,7.2,190,190,5,YEP
5G-NSA-Low-Band,T-Mobile,7.3,350,349,5,YEP
5G-NSA-Low-Band,T-Mobile,7.4,300,299,5,YEP
5G-NSA-Low-Band,T-Mobile,7.5,180,180,5,YEP
5G-NSA-Low-Band,T-Mobile,7.6,430,431,5,YEP
5G-NSA-Low-Band,T-Mobile,7.7,270,270,5,YEP
5G-NSA-Low-Band,T-Mobile,7.8,210,209,5,YEP
5G-NSA-Low-Band,T-Mobile,7.9,101,101,5,YEP
5G-NSA-Low-Band,T-Mobile,8,310,309,5,YEP
5G-NSA-Low-Band,T-Mobile,8.1,219,219,5,YEP
5G-NSA-Low-Band,T-Mobile,8.2,124,124,5,YEP
5G-NSA-Low-Band,T-Mobile,8.3,315,314,5,YEP
5G-NSA-Low-Band,T-Mobile,8.4,250,250,5,YEP
5G-NSA-Low-Band,T-Mobile,8.5,150,150,5,YEP
5G-NSA-Low-Band,T-Mobile,8.6,361,360,5,YEP
5G-NSA-Low-Band,T-Mobile,8.7,249,250,5,YEP
5G-NSA-Low-Band,T-Mobile,8.8,176,176,5,YEP
5G-NSA-Low-Band,T-Mobile,8.9,363,363,5,YEP
5G-NSA-Low-Band,T-Mobile,9,290,290,5,YEP
5G-NSA-Low-Band,T-Mobile,9.1,160,159,5,YEP
5G-NSA-Low-Band,T-Mobile,9.2,80,79,5,YEP
5G-NSA-Low-Band,T-Mobile,9.3,300,301,5,YEP
5G-NSA-Low-Band,T-Mobile,9.4,227,226,5,YEP
5G-NSA-Low-Band,T-Mobile,9.5,100,100,5,YEP
5G-NSA-Low-Band,T-Mobile,9.6,292,293,5,YEP
5G-NSA-Low-Band,T-Mobile,9.7,230,230,5,YEP
5G-NSA-Low-Band,T-Mobile,9.8,120,121,5,YEP
5G-NSA-Low-Band,T-Mobile,9.9,340,339,5,YEP
5G-NSA-Low-Band,T-Mobile,10,422,421,5,YEP
5G-NSA-Low-Band,T-Mobile,10.1,329,330,5,YEP
5G-NSA-Low-Band,T-Mobile,10.2,1067,1067,4,YEP
5G-NSA-Low-Band,T-Mobile,10.3,368,367,5,YEP
5G-NSA-Low-Band,T-Mobile,10.4,708,708,4,YEP
5G-NSA-Low-Band,T-Mobile,10.5,90,91,5,YEP
5G-NSA-Low-Band,T-Mobile,10.6,578,578,4,YEP
5G-NSA-Low-Band,T-Mobile,10.7,390,391,5,YEP
5G-NSA-Low-Band,T-Mobile,10.8,1155,1155,4,YEP
5G-NSA-Low-Band,T-Mobile,10.9,223,223,5,YEP
5G-NSA-Low-Band,T-Mobile,11,883,882,4,YEP
5G-NSA-Low-Band,T-Mobile,11.1,364,363,5,YEP
5G-NSA-Low-Band,T-Mobile,11.2,387,388,4,YEP
5G-NSA-Low-Band,T-Mobile,11.3,131,131,5,YEP
5G-NSA-Low-Band,T-Mobile,11.4,1496,1497,4,YEP
5G-NSA-Low-Band,T-Mobile,11.5,257,257,5,YEP
5G-NSA-Low-Band,T-Mobile,11.6,6098,6097,4,YEP
5G-NSA-Low-Band,T-Mobile,11.7,1335,1335,4,OUT
5G-NSA-Low-Band,T-Mobile,11.8,989,990,4,YEP
5G-NSA-Low-Band,T-Mobile,11.9,908,907,4,YEP
5G-NSA-Low-Band,T-Mobile,12,794,793,4,YEP
5G-NSA-Low-Band,T-Mobile,12.1,699,699,4,YEP
5G-NSA-Low-Band,T-Mobile,12.2,619,619,4,YEP
5G-NSA-Low-Band,T-Mobile,12.3,479,478,4,YEP
5G-NSA-Low-Band,T-Mobile,12.4,405,405,4,YEP
5G-NSA-Low-Band,T-Mobile,12.5,1585,1586,4,YEP
5G-NSA-Low-Band,T-Mobile,12.6,1509,1510,4,YEP
5G-NSA-Low-Band,T-Mobile,12.7,1360,1360,4,YEP
5G-NSA-Low-Band,T-Mobile,12.8,1282,1282,4,YEP
5G-NSA-Low-Band,T-Mobile,12.9,1183,1183,4,YEP
5G-NSA-Low-Band,T-Mobile,13,1051,1051,4,YEP
5G-NSA-Low-Band,T-Mobile,13.1,1001,1002,4,YEP
5G-NSA-Low-Band,T-Mobile,13.2,888,887,4,YEP
5G-NSA-Low-Band,T-Mobile,13.3,773,772,4,YEP
5G-NSA-Low-Band,T-Mobile,13.4,687,686,4,YEP
5G-NSA-Low-Band,T-Mobile,13.5,573,574,4,YEP
5G-NSA-Low-Band,T-Mobile,13.6,481,481,4,YEP
5G-NSA-Low-Band,T-Mobile,13.7,1650,1649,4,YEP
5G-NSA-Low-Band,T-Mobile,13.8,1550,1551,4,YEP
5G-NSA-Low-Band,T-Mobile,13.9,1458,1458,4,YEP
5G-NSA-Low-Band,T-Mobile,14,1386,1386,4,YEP
5G-NSA-Low-Band,T-Mobile,14.1,1239,1239,4,YEP
5G-NSA-Low-Band,T-Mobile,14.2,1177,1178,4,YEP
5G-NSA-Low-Band,T-Mobile,14.3,1059,1058,4,YEP
5G-NSA-Low-Band,T-Mobile,14.4,968,969,4,YEP
5G-NSA-Low-Band,T-Mobile,14.5,842,841,4,YEP
5G-NSA-Low-Band,T-Mobile,14.6,774,773,4,YEP
5G-NSA-Low-Band,T-Mobile,14.7,659,659,4,YEP
5G-NSA-Low-Band,T-Mobile,14.8,556,557,4,YEP
5G-NSA-Low-Band,T-Mobile,14.9,460,460,4,YEP
5G-NSA-Low-Band,T-Mobile,15,1650,1649,4,YEP
5G-NSA-Low-Band,T-Mobile,15.1,1531,1531,4,YEP
5G-NSA-Low-Band,T-Mobile,15.2,1427,1426,4,YEP
5G-NSA-Low-Band,T-Mobile,15.3,1328,1328,4,YEP
5G-NSA-Low-Band,T-Mobile,15.4,1224,1225,4,YEP
5G-NSA-Low-Band,T-Mobile,15.5,1176,1176,4,YEP
5G-NSA-Low-Band,T-Mobile,15.6,1044,1044,4,YEP
5G-NSA-Low-Band,T-Mobile,15.7,933,932,4,YEP
5G-NSA-Low-Band,T-Mobile,15.8,819,820,4,YEP
5G-NSA-Low-Band,T-Mobile,15.9,768,769,4,YEP
5G-NSA-Low-Band,T-Mobile,16,616,615,4,YEP
5G-NSA-Low-Band,T-Mobile,16.1,565,565,4,YEP
5G-NSA-Low-Band,T-Mobile,16.2,144,144,5,BAD
5G-NSA-Low-Band,T-Mobile,16.3,620,620,4,YEP
5G-NSA-Low-Band,T-Mobile,16.4,1542,1542,4,YEP
5G-NSA-Low-Band,T-Mobile,16.5,1410,1411,4,YEP
5G-NSA-Low-Band,T-Mobile,16.6,1292,1292,4,YEP
5G-NSA-Low-Band,T-Mobile,16.7,1235,1234,4,YEP
5G-NSA-Low-Band,T-Mobile,16.8,1109,1109,4,YEP
5G-NSA-Low-Band,T-Mobile,16.9,1049,1049,4,YEP
5G-NSA-Low-Band,T-Mobile,17,892,893,4,YEP
5G-NSA-Low-Band,T-Mobile,17.1,839,839,4,YEP
5G-NSA-Low-Band,T-Mobile,17.2,729,729,4,YEP
5G-NSA-Low-Band,T-Mobile,17.3,633,632,4,YEP
5G-NSA-Low-Band,T-Mobile,17.4,482,481,4,YEP
5G-NSA-Low-Band,T-Mobile,17.5,459,460,4,YEP
5G-NSA-Low-Band,T-Mobile,17.6,1563,1562,4,BAD
5G-NSA-Low-Band,T-Mobile,17.7,1537,1537,4,YEP
5G-NSA-Low-Band,T-Mobile,17.8,1354,1354,4,YEP
5G-NSA-Low-Band,T-Mobile,17.9,1346,1345,4,YEP
5G-NSA-Low-Band,T-Mobile,18,1193,1194,4,YEP
5G-NSA-Low-Band,T-Mobile,18.1,1075,1075,4,YEP
5G-NSA-Low-Band,T-Mobile,18.2,1012,1012,4,YEP
5G-NSA-Low-Band,T-Mobile,18.3,882,881,4,YEP
5G-NSA-Low-Band,T-Mobile,18.4,789,789,4,YEP
5G-NSA-Low-Band,T-Mobile,18.5,740,739,4,YEP
5G-NSA-Low-Band,T-Mobile,18.6,610,610,4,YEP
5G-NSA-Low-Band,T-Mobile,18.7,484,485,4,YEP
5G-NSA-Low-Band,T-Mobile,18.8,1646,1645,4,YEP
5G-NSA-Low-Band,T-Mobile,18.9,1591,1591,4,YEP
5G-NSA-Low-Band,T-Mobile,19,1490,1490,4,YEP
5G-NSA-Low-Band,T-Mobile,19.1,1357,1356,4,YEP
5G-NSA-Low-Band,T-Mobile,19.2,1309,1309,4,YEP
5G-NSA-Low-Band,T-Mobile,19.3,1166,1166,4,YEP
5G-NSA-Low-Band,T-Mobile,19.4,1074,1073,4,YEP
5G-NSA-Low-Band,T-Mobile,19.5,987,988,4,YEP
5G-NSA-Low-Band,T-Mobile,19.6,873,874,4,YEP
5G-NSA-Low-Band,T-Mobile,19.7,777,777,4,YEP
5G-NSA-Low-Band,T-Mobile,19.8,688,688,4,YEP
