timestamp,latitude,longitude,locationAccuracy,movingSpeed,movingSpeedAccuracyMPS,compassDirection,compassAccuracy,nrStatus,mCid,towerid,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,num_mcids,nrStatus_array
2021-01-07 18:19:19,44.9735453,-93.2224526,5.268,0.0038614506,0.08602325599999999,279,0.0,NOT_RESTRICTED,49128028,491280,,,,,,,203466273,995568,-407,3791000,1,['NOT_RESTRICTED']
2021-01-07 18:19:20,44.9735453,-93.2224526,5.268,0.0038614506,0.08602325599999999,279,0.0,NOT_RESTRICTED,49128028,491280,,,,,,,203466273,995568,-530,3791000,1,['NOT_RESTRICTED']
2021-01-07 18:19:21,44.9735454,-93.2224527,5.013,0.005574158,0.08602325599999999,319,0.0,NOT_RESTRICTED,49128028,491280,,,,,,,203466273,995568,-492,3791000,1,['NOT_RESTRICTED']
2021-01-07 18:19:22,44.9735454,-93.2224527,5.013,0.005574158,0.08602325599999999,319,0.0,NOT_RESTRICTED,49128028,491280,,,,,,,203466273,995568,-486,3791000,1,['NOT_RESTRICTED']
2021-01-07 18:19:23,44.9735455,-93.2224528,5.065,0.006956028299999999,0.08602325599999999,325,0.0,NOT_RESTRICTED,49128028,491280,,,,,,,203466273,995568,-514,3791000,1,['NOT_RESTRICTED']
2021-01-07 18:19:24,44.9735455,-93.2224528,5.772,0.003833787,0.08602325599999999,326,0.0,NOT_RESTRICTED,49128028,491280,,,,,,,203466273,995568,-578,3791000,1,['NOT_RESTRICTED']
2021-01-07 18:19:25,44.9735455,-93.2224528,5.772,0.003833787,0.08602325599999999,326,0.0,NOT_RESTRICTED,49128028,491280,,,,,,,203468781,998138,-1358,3791000,1,['NOT_RESTRICTED']
2021-01-07 18:19:26,44.9735455,-93.2224528,5.772,0.003833787,0.08602325599999999,326,0.0,CONNECTED,49128028,491280,-94.0,-94.0,13.0,-94.0,-94.0,13.0,203468781,998138,-521,3791000,1,['CONNECTED']
2021-01-07 18:19:27,44.9735456,-93.2224531,5.935,0.006848541999999999,0.10816654,294,0.0,CONNECTED,49128028,491280,-97.0,-97.0,12.0,-97.0,-97.0,12.0,203468781,998138,-739,3791000,1,['CONNECTED']
2021-01-07 18:19:28,44.9735456,-93.2224531,5.935,0.006848541999999999,0.10816654,294,0.0,CONNECTED,49128028,491280,-93.0,-93.0,17.0,-93.0,-93.0,17.0,203468781,998138,-1285,3750000,1,['CONNECTED']
2021-01-07 18:19:29,44.9735458,-93.2224532,6.22,0.00882362,0.08602325599999999,327,0.0,CONNECTED,49128028,491280,-93.0,-93.0,17.0,-93.0,-93.0,17.0,203468781,998138,-800,3750000,1,['CONNECTED']
2021-01-07 18:19:30,44.9735458,-93.2224532,6.22,0.00882362,0.08602325599999999,327,0.0,CONNECTED,49128028,491280,-93.0,-93.0,17.0,-93.0,-93.0,17.0,203468781,998138,-576,3750000,1,['CONNECTED']
2021-01-07 18:19:31,44.973546,-93.2224532,6.321000000000001,0.010878236999999999,0.08602325599999999,352,0.0,CONNECTED,49128028,491280,-93.0,-93.0,19.0,-93.0,-93.0,19.0,203468781,998138,-598,3750000,1,['CONNECTED']
2021-01-07 18:19:32,44.973546,-93.2224532,6.321000000000001,0.010878236999999999,0.08602325599999999,352,0.0,CONNECTED,49128028,491280,-93.0,-93.0,18.0,-93.0,-93.0,18.0,203468781,998138,-560,3750000,1,['CONNECTED']
2021-01-07 18:19:33,44.9735461,-93.2224534,6.196000000000001,0.009661867,0.08602325599999999,327,0.0,CONNECTED,49128028,491280,-93.0,-93.0,12.0,-93.0,-93.0,12.0,203468781,998138,-1019,3750000,1,['CONNECTED']
2021-01-07 18:19:34,44.9735461,-93.2224534,6.297999999999999,0.0050257836,0.08602325599999999,322,0.0,CONNECTED,49128028,491280,-99.0,-99.0,10.0,-99.0,-99.0,10.0,203468781,998138,-581,3750000,1,['CONNECTED']
2021-01-07 18:19:35,44.9735461,-93.2224534,6.297999999999999,0.0050257836,0.08602325599999999,322,0.0,CONNECTED,49128028,491280,-95.0,-95.0,16.0,-95.0,-95.0,16.0,203468781,998138,-734,3750000,1,['CONNECTED']
2021-01-07 18:19:36,44.9735461,-93.2224534,6.297999999999999,0.0050257836,0.08602325599999999,322,0.0,NOT_RESTRICTED,49128028,491280,,,,,,,203468781,998138,-438,3750000,1,['NOT_RESTRICTED']
2021-01-07 18:19:37,44.9735479,-93.22245720000001,5.586,0.16779108,0.8405950000000001,5,91.77141999999999,NOT_RESTRICTED,49128028,491280,,,,,,,203468781,998138,-520,3750000,1,['NOT_RESTRICTED']
2021-01-07 18:19:38,44.9735479,-93.22245720000001,5.586,0.16779108,0.8405950000000001,5,91.77141999999999,NOT_RESTRICTED,49128028,491280,,,,,,,203468781,998138,-575,3750000,1,['NOT_RESTRICTED']
2021-01-07 18:19:39,44.9735501,-93.22245699999999,5.506,0.1632075,0.10630146,6,0.0,NOT_RESTRICTED,49128028,491280,,,,,,,203469103,998370,-2196,3750000,1,['NOT_RESTRICTED']
2021-01-07 18:19:40,44.9735501,-93.22245699999999,5.506,0.1632075,0.10630146,6,0.0,CONNECTED,49128028,491280,,,,,,,203469103,998370,-922,3750000,1,['CONNECTED']
2021-01-07 18:19:41,44.9735501,-93.22245790000001,5.279,0.05875886,0.36891735,316,0.0,CONNECTED,49128028,491280,-94.0,-94.0,15.0,-94.0,-94.0,15.0,203469103,998370,-984,3750000,1,['CONNECTED']
2021-01-07 18:19:42,44.9735501,-93.22245790000001,5.279,0.05875886,0.36891735,316,0.0,CONNECTED,49128028,491280,-94.0,-94.0,18.0,-94.0,-94.0,18.0,203469103,998370,-759,3750000,1,['CONNECTED']
2021-01-07 18:19:43,44.9735523,-93.22246329999999,5.325,0.19477825,0.08602325599999999,301,0.0,CONNECTED,49128028,491280,-97.0,-97.0,12.0,-97.0,-97.0,12.0,203469103,998370,-1087,3750000,1,['CONNECTED']
2021-01-07 18:19:44,44.9735529,-93.2224648,5.704,0.1273468,0.08602325599999999,300,0.0,CONNECTED,49128028,491280,-94.0,-94.0,15.0,-94.0,-94.0,15.0,203469103,998370,-1132,3750000,1,['CONNECTED']
2021-01-07 18:19:45,44.9735529,-93.2224648,5.704,0.1273468,0.08602325599999999,300,0.0,CONNECTED,49128028,491280,-92.0,-92.0,18.0,-92.0,-92.0,18.0,203469103,998370,-808,3750000,1,['CONNECTED']
2021-01-07 18:19:46,44.9735529,-93.2224648,5.704,0.1273468,0.08602325599999999,300,0.0,CONNECTED,49128028,491280,-97.0,-97.0,14.0,-97.0,-97.0,14.0,203469103,998370,-955,3750000,1,['CONNECTED']
2021-01-07 18:19:47,44.973562,-93.2224615,5.707999999999999,0.28774652,0.08602325599999999,8,0.0,CONNECTED,49128028,491280,-91.0,-91.0,17.0,-91.0,-91.0,17.0,203469103,998370,-772,3750000,1,['CONNECTED']
2021-01-07 18:19:48,44.973562,-93.2224615,5.707999999999999,0.28774652,0.08602325599999999,8,0.0,CONNECTED,49128028,491280,-91.0,-91.0,17.0,-91.0,-91.0,17.0,203469103,998370,-975,3750000,1,['CONNECTED']
2021-01-07 18:19:49,44.9735662,-93.2224577,5.756,0.27680436,0.08602325599999999,26,0.0,CONNECTED,49128028,491280,-94.0,-94.0,15.0,-94.0,-94.0,15.0,203469103,998370,-1311,3750000,1,['CONNECTED']
2021-01-07 18:19:50,44.9735662,-93.2224577,5.756,0.27680436,0.08602325599999999,26,0.0,NOT_RESTRICTED,49128028,491280,,,,,,,203469473,999003,-1578,3750000,1,['NOT_RESTRICTED']
2021-01-07 18:19:51,44.97356920000001,-93.2224566,5.471,0.20563462,0.08602325599999999,16,0.0,CONNECTED,49128028,491280,-95.0,-95.0,15.0,-95.0,-95.0,15.0,206688225,1012591,-1132,3750000,1,['CONNECTED']
2021-01-07 18:19:52,44.97356920000001,-93.2224566,5.471,0.20563462,0.08602325599999999,16,0.0,CONNECTED,49128028,491280,-95.0,-95.0,17.0,-95.0,-95.0,17.0,294019501,1101911,-1725,3750000,1,['CONNECTED']
