pageRef,startedDateTime,requestMethod,requestUrl,requestHttpVersion,requestHeaderSize,responseStatus,responseContentSize,responseContentType,responseContentLength,time,blocked,dns,connect,send,wait,receive,ssl
page_1,2020-12-25T16:25:30.313Z,GET,http://17track.net/,http/1.1,-1,301,0,text/html,178,633.7189999903785,7.115999994820915,138.762,238.00900000000001,1.912999999999954,240.00500000000005,7.91400000161957,-1
page_1,2020-12-25T16:25:30.948Z,GET,https://17track.net/,h2,-1,301,0,text/html,178,1284.6820000122534,6.726000008960254,0.1030000000000002,568.8679999999999,0.8170000000000073,701.9370000000001,6.231000006664544,265.825
page_1,2020-12-25T16:25:32.233Z,GET,https://www.17track.net/,h2,-1,302,0,text/html; charset=utf-8,50,1352.522000001045,8.082999988876283,140.373,73.31900000000002,0.7129999999999939,1126.1490000000001,3.8850000128149986,48.74199999999999
page_1,2020-12-25T16:25:33.585Z,GET,https://www.17track.net/en,h2,-1,200,113125,text/html; charset=utf-8,37.723999994341284,6.665999999491498,-1,-1,0.6230000000000002,27.991,2.4439999979222193,-1
page_1,2020-12-25T16:25:33.687Z,GET,https://cdn.snigelweb.com/pub/17track.net/20201207/snhb-17track.net.min.js,h2,-1,200,50079,application/javascript,"s-maxage=1800, max-age=1800, public, must-revalidate",179.67500000668224,2.069000003413297,18.04,107.202,22.936999999999998,27.546999999999997,1.879999996162951,67.499
page_1,2020-12-25T16:25:33.695Z,GET,https://res.17track.net/global-v2/vendor-yq/re-mobile-site/re-mobile-site.min.js?v=3ff121e892,h2,-1,200,12132,application/javascript; charset=UTF-8,"public, max-age=31536000",191.33799998962786,1.8329999937368557,67.445,87.645,0.21700000000001296,32.52199999999999,1.675999999861233,61.972999999999985
page_1,2020-12-25T16:25:33.696Z,GET,https://res.17track.net/global-v2/css/bootstrap.min.css?v=882a2f3a81,h2,-1,200,111360,text/css; charset=UTF-8,"public, max-age=31536000",136.94900000700727,72.34200000490063,-1,-1,1.2979999999999876,55.982,7.326999999349937,-1
page_1,2020-12-25T16:25:33.697Z,GET,https://res.17track.net/global-v2/css/bootstrap-extend.min.css?v=308c237350,h2,-1,200,136617,text/css; charset=UTF-8,"public, max-age=31536000",118.09699999867007,70.85100000469293,-1,-1,1.5969999999999942,32.147000000000006,13.501999987056479,-1
page_1,2020-12-25T16:25:33.698Z,GET,https://res.17track.net/global-v2/css/site.min.css?v=4206263675,h2,-1,200,205728,text/css; charset=UTF-8,"public, max-age=31536000",139.11599999119062,69.80099999568333,-1,-1,1.7349999999999994,35.34299999999999,32.23699999216478,-1
page_1,2020-12-25T16:25:33.699Z,GET,https://res.17track.net/global-v2/merge-css/base-vendor/base-vendor.min.css?v=7a8ddaaf78,h2,-1,200,140430,text/css; charset=UTF-8,"public, max-age=31536000",148.26099999481812,67.84899999274685,-1,-1,2.4890000000000043,64.47999999999999,13.443000003462657,-1
page_1,2020-12-25T16:25:33.702Z,GET,https://res.17track.net/global-v2/merge-css/base-site/base-site.min.css?v=d4ebfd0a61,h2,-1,200,45061,text/css; charset=UTF-8,"public, max-age=31536000",102.36299999814946,66.04299999821465,-1,-1,1.433000000000007,33.657,1.229999994393438,-1
page_1,2020-12-25T16:25:33.704Z,GET,https://res.17track.net/global-v2/merge-css/enum/enum.min.css?v=3192af452b,h2,-1,200,240460,text/css; charset=UTF-8,"public, max-age=31536000",146.03800000622869,65.07100000040234,-1,-1,1.146000000000008,57.074,22.74700000998564,-1
page_1,2020-12-25T16:25:33.705Z,GET,https://res.17track.net/global-v2/vendor/codemirror/codemirror.min.css?v=581621bcd0,h2,-1,200,7436,text/css; charset=UTF-8,"public, max-age=31536000",132.2890000010375,62.74599999588821,-1,-1,2.2620000000000005,66.666,0.6150000117486343,-1
page_1,2020-12-25T16:25:33.706Z,GET,https://res.17track.net/global-v2/vendor-yq/yq-track-core/yq-track-core.min.css?v=1decc9bf71,h2,-1,200,33617,text/css; charset=UTF-8,"public, max-age=31536000",106.89500000444241,62.26999999325443,-1,-1,1.0210000000000008,42.748000000000005,0.8560000133002177,-1
page_1,2020-12-25T16:25:33.708Z,GET,https://res.17track.net/www/css/index.min.css?v=204a835208,h2,-1,200,17954,text/css; charset=UTF-8,"public, max-age=31536000",103.703000000678,60.12899999216199,-1,-1,1.8880000000000052,40.779,0.9070000087376684,-1
page_1,2020-12-25T16:25:33.711Z,GET,https://res.17track.net/global-v2/vendor-yq/browser/browser.min.js?v=c56933ebdd,h2,-1,200,24919,application/javascript; charset=UTF-8,"public, max-age=31536000",111.59499999484979,56.595999989643694,-1,-1,2.051000000000002,43.99699999999999,8.951000010711141,-1
page_1,2020-12-25T16:25:33.724Z,GET,https://res.17track.net/i18n/merge-i18n/enum/enum.en.js?v=5026777833,h2,-1,200,195207,application/javascript; charset=UTF-8,"public, max-age=31536000",178.8899999955902,147.80600000164284,-1,-1,0.274,27.593000000000004,3.216999990399927,-1
page_1,2020-12-25T16:25:33.725Z,GET,https://res.17track.net/i18n/merge-i18n/base-site/base-site.en.js?v=8997e8c1ad,h2,-1,200,29198,application/javascript; charset=UTF-8,"public, max-age=31536000",197.5230000098236,165.30000000374298,-1,-1,0.503,30.331000000000003,1.3890000118408352,-1
page_1,2020-12-25T16:25:33.725Z,GET,https://res.17track.net/i18n/merge-i18n/base-track/base-track.en.js?v=74598f333d,h2,-1,200,9628,application/javascript; charset=UTF-8,"public, max-age=31536000",230.8060000068508,197.69199999729636,-1,-1,1.475999999999999,30.233000000000004,1.405000002705492,-1
page_1,2020-12-25T16:25:33.725Z,GET,https://res.17track.net/global-v2/merge-js/base/base.min.js?v=8d5b8b41d9,h2,-1,200,145073,application/javascript; charset=UTF-8,"public, max-age=31536000",241.37400000472553,202.8929999999283,-1,-1,0.581,27.747,10.153000010177493,-1
page_1,2020-12-25T16:25:33.725Z,GET,https://res.17track.net/global-v2/merge-js/base-vendor/base-vendor.min.js?v=d79ac19a62,h2,-1,200,177997,application/javascript; charset=UTF-8,"public, max-age=31536000",293.90599999169353,242.96999998956082,-1,-1,0.5909999999999997,28.05,22.29500000248663,-1
page_1,2020-12-25T16:25:33.725Z,GET,https://res.17track.net/global-v2/merge-js/base-site/base-site.min.js?v=45f1c75af1,h2,-1,200,19764,application/javascript; charset=UTF-8,"public, max-age=31536000",282.45199999946635,246.13700001100824,-1,-1,0.38199999999999995,33.918,2.0149999909335747,-1
page_1,2020-12-25T16:25:33.907Z,GET,https://m.17track.net/en,h2,-1,200,32562,text/html; charset=utf-8,107.05099999904633,79.48499999256619,-1,-1,0.679000000000002,25.319999999999993,1.5669999993406236,-1
page_1,2020-12-25T16:25:34.060Z,GET,https://res.17track.net/global-v2/css/bootstrap.min.css?v=882a2f3a81,h2,-1,200,111360,text/css; charset=UTF-8,"public, max-age=31536000",27.24100000341423,4.820999999188818,-1,-1,0,16.72,5.700000008800998,-1
page_1,2020-12-25T16:25:34.060Z,GET,https://res.17track.net/global-v2/css/bootstrap-extend.min.css?v=308c237350,h2,-1,200,136617,text/css; charset=UTF-8,"public, max-age=31536000",39.49399999692105,5.7839999969471245,-1,-1,0,16.78,16.929999997955747,-1
page_1,2020-12-25T16:25:34.061Z,GET,https://res.17track.net/global-v2/css/site.min.css?v=4206263675,h2,-1,200,205728,text/css; charset=UTF-8,"public, max-age=31536000",42.14999999385327,10.103999995771796,-1,-1,0,13.313,18.733000004431233,-1
page_1,2020-12-25T16:25:34.061Z,GET,https://res.17track.net/global-v2/merge-css/base-vendor/base-vendor.min.css?v=7a8ddaaf78,h2,-1,200,140430,text/css; charset=UTF-8,"public, max-age=31536000",40.40299999178387,10.400000002916903,-1,-1,0,13.152,16.850999993039295,-1
page_1,2020-12-25T16:25:34.061Z,GET,https://res.17track.net/global-v2/merge-css/base-site/base-site.min.css?v=d4ebfd0a61,h2,-1,200,45061,text/css; charset=UTF-8,"public, max-age=31536000",33.781999998609535,10.643000006499701,-1,-1,0,13.045,10.093999997479841,-1
page_1,2020-12-25T16:25:34.062Z,GET,https://res.17track.net/global-v2/merge-css/base-editor/base-editor.min.css?v=75ee6f611d,h2,-1,200,58521,text/css; charset=UTF-8,"public, max-age=31536000",51.48499998904299,19.951999986228532,-1,-1,5.557,24.691000000000003,1.285000005736947,-1
page_1,2020-12-25T16:25:34.067Z,GET,https://res.17track.net/global-v2/css-enum/yqci-item/yqci-item.min.css?v=a2fa8e81ae,h2,-1,200,99094,text/css; charset=UTF-8,"public, max-age=31536000",54.877999995369464,15.468999994256533,-1,-1,5.432,30.523999999999997,3.452999997534789,-1
page_1,2020-12-25T16:25:34.067Z,GET,https://res.17track.net/global-v2/merge-css/enum/enum.min.css?v=3192af452b,h2,-1,200,240460,text/css; charset=UTF-8,"public, max-age=31536000",36.56300000147894,7.560000012391247,-1,-1,0,12.917,16.08599998871796,-1
page_1,2020-12-25T16:25:34.068Z,GET,https://res.17track.net/global-v2/vendor/codemirror/codemirror.min.css?v=581621bcd0,h2,-1,200,7436,text/css; charset=UTF-8,"public, max-age=31536000",30.9209999977611,7.959999989391305,-1,-1,0,12.475999999999999,10.485000006156042,-1
page_1,2020-12-25T16:25:34.068Z,GET,https://res.17track.net/global-v2/vendor-yq/yq-track-core/yq-track-core.min.css?v=1decc9bf71,h2,-1,200,33617,text/css; charset=UTF-8,"public, max-age=31536000",32.168000005185604,11.390000000154599,-1,-1,0,9.269,11.50900000357069,-1
