pageRef,startedDateTime,requestMethod,requestUrl,requestHttpVersion,requestHeaderSize,responseStatus,responseContentSize,responseContentType,responseContentLength,time,blocked,dns,connect,send,wait,receive,ssl
page_1,2020-12-24T10:26:28.525Z,GET,http://17track.net/,http/1.1,-1,301,0,text/html,178,1653.2990000014252,130.14100000027332,0.08500000000000796,1276.1309999999999,0.7150000000001455,239.52499999999986,6.70200000058685,-1
page_1,2020-12-24T10:26:30.179Z,GET,https://17track.net/,h2,-1,301,0,text/html,178,862.0849999988422,11.051999998500454,0.11800000000000033,591.225,0.7680000000000291,251.75099999999998,7.171000001108041,291.57500000000005
page_1,2020-12-24T10:26:31.042Z,GET,https://www.17track.net/,h2,-1,302,0,text/html; charset=utf-8,50,1222.4509999996371,8.509999999946798,162.233,67.06400000000002,0.714999999999975,972.818,11.110999999800697,45.224999999999994
page_1,2020-12-24T10:26:32.264Z,GET,https://www.17track.net/en,h2,-1,200,113125,text/html; charset=utf-8,57.58900000000722,17.897000000006287,-1,-1,0.4770000000000001,27.341,11.873999999806983,-1
page_1,2020-12-24T10:26:32.413Z,GET,https://cdn.snigelweb.com/pub/17track.net/20201207/snhb-17track.net.min.js,h2,-1,200,50079,application/javascript,"s-maxage=1800, max-age=1800, public, must-revalidate",267.74900000054913,2.080000000856351,81.97900000000001,98.71499999999999,0.33199999999999363,81.96199999999999,2.680999999938649,74.36699999999999
page_1,2020-12-24T10:26:32.417Z,GET,https://res.17track.net/global-v2/vendor-yq/re-mobile-site/re-mobile-site.min.js?v=3ff121e892,h2,-1,200,12132,application/javascript; charset=UTF-8,"public, max-age=31536000",356.59099999975297,2.619999999877182,230.23899999999998,88.67800000000003,1.5539999999999736,31.264999999999986,2.2349999999278225,59.61300000000003
page_1,2020-12-24T10:26:32.421Z,GET,https://res.17track.net/global-v2/css/bootstrap.min.css?v=882a2f3a81,h2,-1,200,111360,text/css; charset=UTF-8,"public, max-age=31536000",278.944000001502,231.78800000048707,-1,-1,4.7660000000000196,30.08899999999997,12.301000000661588,-1
page_1,2020-12-24T10:26:32.426Z,GET,https://res.17track.net/global-v2/css/bootstrap-extend.min.css?v=308c237350,h2,-1,200,136617,text/css; charset=UTF-8,"public, max-age=31536000",308.47999999969034,229.1229999998914,-1,-1,2.992999999999995,52.208999999999975,24.154999999154825,-1
page_1,2020-12-24T10:26:32.428Z,GET,https://res.17track.net/global-v2/css/site.min.css?v=4206263675,h2,-1,200,205728,text/css; charset=UTF-8,"public, max-age=31536000",305.6510000005801,225.2589999991227,-1,-1,4.449000000000012,43.89699999999999,32.04600000208302,-1
page_1,2020-12-24T10:26:32.430Z,GET,https://res.17track.net/global-v2/merge-css/base-vendor/base-vendor.min.css?v=7a8ddaaf78,h2,-1,200,140430,text/css; charset=UTF-8,"public, max-age=31536000",298.3429999985674,223.61599999978614,-1,-1,4.070999999999998,38.369,32.286999998177635,-1
page_1,2020-12-24T10:26:32.431Z,GET,https://res.17track.net/global-v2/merge-css/base-site/base-site.min.css?v=d4ebfd0a61,h2,-1,200,45061,text/css; charset=UTF-8,"public, max-age=31536000",302.12700000083714,224.19900000005924,-1,-1,2.700000000000017,74.035,1.1930000000575092,-1
page_1,2020-12-24T10:26:32.434Z,GET,https://res.17track.net/global-v2/merge-css/enum/enum.min.css?v=3192af452b,h2,-1,200,240460,text/css; charset=UTF-8,"public, max-age=31536000",305.9499999999389,218.60700000031363,-1,-1,5.210999999999984,69.66799999999998,12.463999999454245,-1
page_1,2020-12-24T10:26:32.438Z,GET,https://res.17track.net/global-v2/vendor/codemirror/codemirror.min.css?v=581621bcd0,h2,-1,200,7436,text/css; charset=UTF-8,"public, max-age=31536000",256.91599999845494,215.98100000002225,-1,-1,3.718999999999994,30.90299999999999,6.312999998044688,-1
page_1,2020-12-24T10:26:32.440Z,GET,https://res.17track.net/global-v2/vendor-yq/yq-track-core/yq-track-core.min.css?v=1decc9bf71,h2,-1,200,33617,text/css; charset=UTF-8,"public, max-age=31536000",282.52900000006775,215.333000000012,-1,-1,2.3719999999999857,63.27600000000001,1.5480000001844019,-1
page_1,2020-12-24T10:26:32.442Z,GET,https://res.17track.net/www/css/index.min.css?v=204a835208,h2,-1,200,17954,text/css; charset=UTF-8,"public, max-age=31536000",245.31199999910314,212.45599999871092,-1,-1,3.344999999999999,26.76000000000002,2.75099999998929,-1
page_1,2020-12-24T10:26:32.443Z,GET,https://res.17track.net/global-v2/vendor-yq/browser/browser.min.js?v=c56933ebdd,h2,-1,200,24919,application/javascript; charset=UTF-8,"public, max-age=31536000",274.30199999980687,213.24399999925657,-1,-1,1.7990000000000066,57.86499999999998,1.3940000008005882,-1
page_1,2020-12-24T10:26:32.457Z,GET,https://res.17track.net/i18n/merge-i18n/enum/enum.en.js?v=5026777833,h2,-1,200,195207,application/javascript; charset=UTF-8,"public, max-age=31536000",324.1310000012163,290.2029999998262,-1,-1,0.2640000000000001,28.668,4.9960000014834804,-1
