radio_type,carrier,interval,timestamp,RTT1,RTT2,Network,KeepOrDrop
5G-SA-Low-Band,TMobile,8,1606649646274,81,82,6,YEP
5G-SA-Low-Band,TMobile,8.1,1606649654456,98,98,6,YEP
5G-SA-Low-Band,TMobile,8.2,1606649662754,120,120,6,YEP
5G-SA-Low-Band,TMobile,8.3,1606649671174,99,100,6,YEP
5G-SA-Low-Band,TMobile,8.4,1606649679674,119,120,6,YEP
5G-SA-Low-Band,TMobile,8.5,1606649688294,100,100,6,YEP
5G-SA-Low-Band,TMobile,8.6,1606649696994,80,80,6,YEP
5G-SA-Low-Band,TMobile,8.7,1606649705774,99,100,6,YEP
5G-SA-Low-Band,TMobile,8.8,1606649714674,80,80,6,YEP
5G-SA-Low-Band,TMobile,8.9,1606649723654,100,100,6,YEP
5G-SA-Low-Band,TMobile,9,1606649732754,119,120,6,YEP
5G-SA-Low-Band,TMobile,9.1,1606649741974,100,100,6,YEP
5G-SA-Low-Band,TMobile,9.2,1606649751274,79,80,6,YEP
5G-SA-Low-Band,TMobile,9.3,1606649760654,99,100,6,YEP
5G-SA-Low-Band,TMobile,9.4,1606649770154,78,78,6,YEP
5G-SA-Low-Band,TMobile,9.5,1606649779732,145,145,6,YEP
5G-SA-Low-Band,TMobile,9.6,1606649789477,117,117,6,YEP
5G-SA-Low-Band,TMobile,9.7,1606649799294,140,140,6,YEP
5G-SA-Low-Band,TMobile,9.8,1606649809234,120,120,6,YEP
5G-SA-Low-Band,TMobile,9.9,1606649819254,108,109,6,YEP
5G-SA-Low-Band,TMobile,10,1606649829363,441,440,6,YEP
5G-SA-Low-Band,TMobile,10.1,1606649839903,99,99,6,YEP
5G-SA-Low-Band,TMobile,10.2,1606649850202,1252,1252,6,YEP
5G-SA-Low-Band,TMobile,10.3,1606649861754,99,100,6,YEP
5G-SA-Low-Band,TMobile,10.4,1606649872254,964,964,6,YEP
5G-SA-Low-Band,TMobile,10.5,1606649883718,99,100,6,BAD
5G-SA-Low-Band,TMobile,10.6,1606649894418,564,564,6,YEP
5G-SA-Low-Band,TMobile,10.7,1606649905682,140,140,6,YEP
5G-SA-Low-Band,TMobile,10.8,1606649916622,1413,1413,6,YEP
5G-SA-Low-Band,TMobile,10.9,1606649928935,100,100,6,YEP
5G-SA-Low-Band,TMobile,11,1606649940035,1004,1004,6,YEP
5G-SA-Low-Band,TMobile,11.1,1606649952139,140,140,6,YEP
5G-SA-Low-Band,TMobile,11.2,1606649963479,603,603,6,YEP
5G-SA-Low-Band,TMobile,11.3,1606649975382,100,100,6,YEP
5G-SA-Low-Band,TMobile,11.4,1606649986882,1533,1533,6,YEP
5G-SA-Low-Band,TMobile,11.5,1606649999915,100,100,6,YEP
5G-SA-Low-Band,TMobile,11.6,1606650011615,1124,1124,6,YEP
5G-SA-Low-Band,TMobile,11.7,1606650024439,100,100,6,YEP
5G-SA-Low-Band,TMobile,11.8,1606650036339,723,723,6,YEP
5G-SA-Low-Band,TMobile,11.9,1606650048962,105,105,6,YEP
5G-SA-Low-Band,TMobile,12,1606650061067,1565,1565,6,YEP
5G-SA-Low-Band,TMobile,12.1,1606650074732,101,101,6,YEP
5G-SA-Low-Band,TMobile,12.2,1606650087033,1209,1209,6,YEP
5G-SA-Low-Band,TMobile,12.3,1606650100542,100,100,6,YEP
5G-SA-Low-Band,TMobile,12.4,1606650113042,810,810,6,YEP
5G-SA-Low-Band,TMobile,12.5,1606650126352,100,100,6,YEP
5G-SA-Low-Band,TMobile,12.6,1606650139052,1688,1688,6,YEP
5G-SA-Low-Band,TMobile,12.7,1606650153440,140,140,6,YEP
5G-SA-Low-Band,TMobile,12.8,1606650166380,1242,1242,6,YEP
5G-SA-Low-Band,TMobile,12.9,1606650180522,139,140,6,YEP
5G-SA-Low-Band,TMobile,13,1606650193662,811,811,6,YEP
5G-SA-Low-Band,TMobile,13.1,1606650207573,100,100,6,YEP
5G-SA-Low-Band,TMobile,13.2,1606650220873,488,488,6,YEP
5G-SA-Low-Band,TMobile,13.3,1606650234661,138,138,6,YEP
5G-SA-Low-Band,TMobile,13.4,1606650248199,1323,1323,6,YEP
5G-SA-Low-Band,TMobile,13.5,1606650263022,140,140,6,YEP
5G-SA-Low-Band,TMobile,13.6,1606650276762,931,931,6,YEP
5G-SA-Low-Band,TMobile,13.7,1606650291393,99,100,6,YEP
5G-SA-Low-Band,TMobile,13.8,1606650305293,568,568,6,YEP
5G-SA-Low-Band,TMobile,13.9,1606650319761,100,100,6,YEP
5G-SA-Low-Band,TMobile,14,1606650333861,1409,1409,6,YEP
5G-SA-Low-Band,TMobile,14.1,1606650349370,132,132,6,YEP
5G-SA-Low-Band,TMobile,14.2,1606650363702,1052,1052,6,YEP
5G-SA-Low-Band,TMobile,14.3,1606650379054,99,100,6,YEP
5G-SA-Low-Band,TMobile,14.4,1606650393554,603,603,6,YEP
5G-SA-Low-Band,TMobile,14.5,1606650408657,140,140,6,YEP
5G-SA-Low-Band,TMobile,14.6,1606650423397,1485,1485,6,YEP
5G-SA-Low-Band,TMobile,14.7,1606650439582,140,140,6,YEP
5G-SA-Low-Band,TMobile,14.8,1606650454522,1092,1092,6,YEP
5G-SA-Low-Band,TMobile,14.9,1606650470514,463,463,6,YEP
5G-SA-Low-Band,TMobile,15,1606650485977,1645,1645,6,YEP
5G-SA-Low-Band,TMobile,15.1,1606650502723,1553,1552,6,YEP
5G-SA-Low-Band,TMobile,15.2,1606650519475,1403,1403,6,YEP
5G-SA-Low-Band,TMobile,15.3,1606650536178,1344,1344,6,YEP
5G-SA-Low-Band,TMobile,15.4,1606650552922,1253,1253,6,YEP
5G-SA-Low-Band,TMobile,15.5,1606650569675,1143,1143,6,YEP
5G-SA-Low-Band,TMobile,15.6,1606650586418,1044,1044,6,YEP
5G-SA-Low-Band,TMobile,15.7,1606650603162,910,910,6,YEP
5G-SA-Low-Band,TMobile,15.8,1606650619872,847,847,6,YEP
5G-SA-Low-Band,TMobile,15.9,1606650636619,743,743,6,YEP
5G-SA-Low-Band,TMobile,16,1606650653362,650,650,6,YEP
5G-SA-Low-Band,TMobile,16.1,1606650670112,547,547,6,YEP
5G-SA-Low-Band,TMobile,16.2,1606650686859,1723,1723,6,YEP
5G-SA-Low-Band,TMobile,16.3,1606650704882,1598,1598,6,YEP
5G-SA-Low-Band,TMobile,16.4,1606650722880,1522,1522,6,YEP
5G-SA-Low-Band,TMobile,16.5,1606650740902,1431,1431,6,YEP
5G-SA-Low-Band,TMobile,16.6,1606650758933,1327,1327,6,YEP
5G-SA-Low-Band,TMobile,16.7,1606650776960,1221,1222,6,YEP
5G-SA-Low-Band,TMobile,16.8,1606650794982,1131,1132,6,YEP
5G-SA-Low-Band,TMobile,16.9,1606650813014,987,987,6,YEP
5G-SA-Low-Band,TMobile,17,1606650831001,921,921,6,YEP
5G-SA-Low-Band,TMobile,17.1,1606650849022,832,832,6,YEP
5G-SA-Low-Band,TMobile,17.2,1606650867054,727,727,6,YEP
5G-SA-Low-Band,TMobile,17.3,1606650885081,621,621,6,YEP
5G-SA-Low-Band,TMobile,17.4,1606650903102,495,495,6,YEP
5G-SA-Low-Band,TMobile,17.5,1606650921097,1704,1705,6,YEP
5G-SA-Low-Band,TMobile,17.6,1606650940402,1613,1613,6,YEP
5G-SA-Low-Band,TMobile,17.7,1606650959715,1502,1502,6,YEP
5G-SA-Low-Band,TMobile,17.8,1606650979017,1405,1405,6,YEP
5G-SA-Low-Band,TMobile,17.9,1606650998322,1269,1270,6,YEP
5G-SA-Low-Band,TMobile,18,1606651017592,1245,1246,6,YEP
5G-SA-Low-Band,TMobile,18.1,1606651036938,1064,1064,6,YEP
5G-SA-Low-Band,TMobile,18.2,1606651056202,1010,1010,6,YEP
5G-SA-Low-Band,TMobile,18.3,1606651075512,906,906,6,YEP
5G-SA-Low-Band,TMobile,18.4,1606651094818,803,804,6,YEP
5G-SA-Low-Band,TMobile,18.5,1606651114122,671,672,6,YEP
5G-SA-Low-Band,TMobile,18.6,1606651133394,606,605,6,YEP
5G-SA-Low-Band,TMobile,18.7,1606651152699,502,503,6,YEP
5G-SA-Low-Band,TMobile,18.8,1606651172002,1691,1691,6,YEP
5G-SA-Low-Band,TMobile,18.9,1606651192593,1586,1586,6,YEP
5G-SA-Low-Band,TMobile,19,1606651213179,1482,1483,6,YEP
5G-SA-Low-Band,TMobile,19.1,1606651233762,1389,1389,6,YEP
5G-SA-Low-Band,TMobile,19.2,1606651254351,1248,1249,6,YEP
5G-SA-Low-Band,TMobile,19.3,1606651274900,1221,1222,6,YEP
5G-SA-Low-Band,TMobile,19.4,1606651295522,1091,1092,6,YEP
5G-SA-Low-Band,TMobile,19.5,1606651316114,945,946,6,YEP
5G-SA-Low-Band,TMobile,19.6,1606651336660,881,882,6,YEP
5G-SA-Low-Band,TMobile,19.7,1606651357242,792,793,6,YEP
5G-SA-Low-Band,TMobile,19.8,1606651377835,645,646,6,YEP
5G-SA-Low-Band,TMobile,19.9,1606651398381,580,581,6,YEP
5G-SA-Low-Band,TMobile,8,1606651725282,119,120,6,YEP
5G-SA-Low-Band,TMobile,8.1,1606651733502,99,100,6,YEP
5G-SA-Low-Band,TMobile,8.2,1606651741802,79,80,6,YEP
5G-SA-Low-Band,TMobile,8.3,1606651750182,99,100,6,YEP
5G-SA-Low-Band,TMobile,8.4,1606651758682,79,80,6,YEP
5G-SA-Low-Band,TMobile,8.5,1606651767262,99,100,6,YEP
5G-SA-Low-Band,TMobile,8.6,1606651775962,79,80,6,YEP
5G-SA-Low-Band,TMobile,8.7,1606651784742,100,100,6,YEP
5G-SA-Low-Band,TMobile,8.8,1606651793642,79,80,6,YEP
5G-SA-Low-Band,TMobile,8.9,1606651802622,99,100,6,YEP
5G-SA-Low-Band,TMobile,9,1606651811722,79,80,6,YEP
5G-SA-Low-Band,TMobile,9.1,1606651820902,99,100,6,YEP
5G-SA-Low-Band,TMobile,9.2,1606651830202,119,120,6,YEP
5G-SA-Low-Band,TMobile,9.3,1606651839622,99,100,6,YEP
5G-SA-Low-Band,TMobile,9.4,1606651849122,79,80,6,YEP
5G-SA-Low-Band,TMobile,9.5,1606651858702,99,100,6,YEP
5G-SA-Low-Band,TMobile,9.6,1606651868402,119,120,6,YEP
5G-SA-Low-Band,TMobile,9.7,1606651878222,99,100,6,YEP
5G-SA-Low-Band,TMobile,9.8,1606651888122,79,80,6,YEP
5G-SA-Low-Band,TMobile,9.9,1606651898102,140,140,6,YEP
5G-SA-Low-Band,TMobile,10,1606651913242,1590,1590,6,OUT
5G-SA-Low-Band,TMobile,10.1,1606651924932,99,100,6,YEP
5G-SA-Low-Band,TMobile,10.2,1606651935232,1325,1325,6,YEP
5G-SA-Low-Band,TMobile,10.3,1606651946857,99,100,6,YEP
5G-SA-Low-Band,TMobile,10.4,1606651957357,965,965,6,YEP
5G-SA-Low-Band,TMobile,10.5,1606651968822,99,100,6,YEP
5G-SA-Low-Band,TMobile,10.6,1606651979522,571,570,6,YEP
5G-SA-Low-Band,TMobile,10.7,1606651990792,139,140,6,YEP
5G-SA-Low-Band,TMobile,10.8,1606652001732,1444,1445,6,YEP
5G-SA-Low-Band,TMobile,10.9,1606652014077,99,100,6,YEP
5G-SA-Low-Band,TMobile,11,1606652025177,1004,1005,6,YEP
5G-SA-Low-Band,TMobile,11.1,1606652037282,140,140,6,YEP
