timestamp,latitude,longitude,locationAccuracy,movingSpeed,movingSpeedAccuracyMPS,compassDirection,compassAccuracy,nrStatus,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,nrStatus_array
2021-01-22 23:21:46,44.97375775,-93.2225314,4.929999999999999,0.0085054085,0.080622576,36,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97825119,1440387,-744.5,3817000.0,['CONNECTED']
2021-01-22 23:21:47,44.973757799999994,-93.2225314,4.9848,0.007191224199999999,0.080622576,26,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97826343,1441363,-739.9,3817000.0,['CONNECTED']
2021-01-22 23:21:48,44.973757889999995,-93.2225314,5.1203,0.009101406400000001,0.08224278,15,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97826343,1441363,-729.3,3817000.0,['CONNECTED']
2021-01-22 23:21:49,44.97375819,-93.22253137,5.152299999999999,0.021593673499999997,0.08440305199999999,3,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97826343,1441363,-623.9,3817000.0,['CONNECTED']
2021-01-22 23:21:50,44.9737584,-93.22253127000002,5.160300000000001,0.0226536314,0.080622576,12,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97826343,1441363,-623.6,3817000.0,['CONNECTED']
2021-01-22 23:21:51,44.9737584,-93.22253120000002,5.1577,0.013623571900000003,0.080622576,24,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97826343,1441363,-752.3,3817000.0,['CONNECTED']
2021-01-22 23:21:52,44.9737584,-93.22253120000002,5.082800000000001,0.005886018369999999,0.080622576,36,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97827483,1442255,-572.7,3817000.0,['CONNECTED']
2021-01-22 23:21:53,44.97375837,-93.22253117,4.9152000000000005,0.00357314903,0.080622576,76,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97827483,1442255,-692.1,3811800.0,['CONNECTED']
2021-01-22 23:21:54,44.973758270000005,-93.22253109999998,4.872300000000001,0.007329859700000001,0.080622576,148,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97827483,1442255,-636.9,3804000.0,['CONNECTED']
2021-01-22 23:21:55,44.97375820000001,-93.22253109999998,4.824399999999999,0.008337812810000001,0.080622576,164,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97827483,1442255,-586.2,3804000.0,['CONNECTED']
2021-01-22 23:21:56,44.97375820000001,-93.22253109999998,4.787400000000001,0.00495619213,0.080622576,169,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97827483,1442255,-645.5,3804000.0,['CONNECTED']
2021-01-22 23:21:57,44.97375820000001,-93.22253106999999,4.7235000000000005,0.0028783359599999997,0.080622576,150,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97828623,1443147,-601.8,3804000.0,['CONNECTED']
2021-01-22 23:21:58,44.97375820000001,-93.22253097000001,4.663500000000001,0.0042232153,0.080622576,97,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97828707,1443231,-620.8,3804000.0,['CONNECTED']
2021-01-22 23:21:59,44.97375817000001,-93.22253086999999,4.588600000000001,0.0064680556,0.080622576,100,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97828791,1443315,-664.6,3804000.0,['CONNECTED']
2021-01-22 23:22:00,44.9737581,-93.22253079999999,4.551,0.00776725874,0.080622576,125,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97828791,1443315,-686.0,3804000.0,['CONNECTED']
2021-01-22 23:22:01,44.9737581,-93.22253079999999,4.4681999999999995,0.004386577130000001,0.080622576,133,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97828791,1443315,-701.6,3804000.0,['CONNECTED']
2021-01-22 23:22:02,44.97375813000001,-93.22253076999999,4.4061,0.0034623850800000002,0.080622576,108,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97829931,1444207,-596.0,3804000.0,['CONNECTED']
2021-01-22 23:22:03,44.97375820000001,-93.22253066000002,4.3012,0.00599308724,0.080622576,50,0.0,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,97829931,1444207,-698.3,3804000.0,['CONNECTED']
2021-01-22 23:22:04,44.97375820000001,-93.22253056,4.2354,0.006681111399999999,0.080622576,69,0.0,CONNECTED,-69,-69,5,-69.5,-69.5,3.5,97829931,1444207,-625.4,3804000.0,['CONNECTED']
2021-01-22 23:22:05,44.97375817000001,-93.22253047000001,4.1705999999999985,0.007608598449999999,0.080622576,92,0.0,CONNECTED,-70,-70,2,-70.0,-70.0,2.0,97829931,1444207,-635.1,3804000.0,['CONNECTED']
2021-01-22 23:22:06,44.9737581,-93.2225304,4.1297,0.007981480879999999,0.080622576,124,0.0,CONNECTED,-70,-70,2,-70.0,-70.0,2.0,97829931,1444207,-713.9,3804000.0,['CONNECTED']
2021-01-22 23:22:07,44.97375814000001,-93.22253036000001,4.0624,0.00589462476,0.080622576,102,0.0,CONNECTED,-70,-70,2,-70.0,-70.0,2.0,97831071,1445099,-667.7,3804000.0,['CONNECTED']
2021-01-22 23:22:08,44.97375828000001,-93.22253026000001,4.010800000000001,0.009220673799999999,0.080622576,46,0.0,CONNECTED,-70,-70,2,-70.0,-70.0,2.0,97831071,1445099,-599.5,3804000.0,['CONNECTED']
2021-01-22 23:22:09,44.97375843333334,-93.22253016666667,3.969666666666667,0.014463365333333332,0.080622576,26,0.0,CONNECTED,-70,-70,2,-70.0,-70.0,2.0,97831071,1445099,-616.0,3804000.0,['CONNECTED']
2021-01-22 23:22:10,44.97375853,-93.22253006999999,3.9639,0.015256138699999996,0.080622576,28,0.0,CONNECTED,-70,-70,2,-70.0,-70.0,2.0,97831155,1445183,-629.9,3804000.0,['CONNECTED']
2021-01-22 23:22:11,44.973758600000004,-93.22252997000001,3.9672000000000005,0.013599108799999999,0.080622576,35,0.0,CONNECTED,-70,-70,2,-70.7,-70.7,2.0,97831239,1445267,-747.2,3804000.0,['CONNECTED']
2021-01-22 23:22:12,44.97375857000001,-93.22252987,3.9808,0.009857513000000002,0.080622576,65,0.0,CONNECTED,-71,-71,2,-71.0,-71.0,2.0,97832379,1446159,-724.2,3804000.0,['CONNECTED']
2021-01-22 23:22:13,44.97375850000001,-93.22252979999998,4.021300000000001,0.007190745900000001,0.080622576,112,0.0,CONNECTED,-71,-71,2,-71.0,-71.0,2.0,97832379,1446159,-596.6,3804000.0,['CONNECTED']
2021-01-22 23:22:14,44.97375853,-93.22252976999998,4.0663,0.00501161885,0.080622576,104,0.0,CONNECTED,-71,-71,2,-71.0,-71.0,2.0,97832379,1446159,-576.9,3804000.0,['CONNECTED']
2021-01-22 23:22:15,44.973758630000006,-93.22252967,4.0952,0.007200935949999999,0.080622576,48,0.0,CONNECTED,-71,-71,2,-71.0,-71.0,2.0,97832379,1446159,-552.3,3804000.0,['CONNECTED']
2021-01-22 23:22:16,44.97375870000001,-93.22252957000003,4.1243,0.010029559199999998,0.080622576,41,0.0,CONNECTED,-71,-71,2,-71.0,-71.0,2.0,97832379,1446159,-640.7,3804000.0,['CONNECTED']
2021-01-22 23:22:17,44.97375867000001,-93.22252947,4.1548,0.0088928669,0.080622576,69,0.0,CONNECTED,-71,-71,2,-71.0,-71.0,2.0,97833519,1447051,-755.5,3804000.0,['CONNECTED']
2021-01-22 23:22:18,44.97375857000001,-93.2225294,4.163499999999999,0.008318135300000003,0.080622576,121,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,97833519,1447051,-767.3,3804000.0,['CONNECTED']
2021-01-22 23:22:19,44.97375850000001,-93.22252937,4.177899999999999,0.008099461900000002,0.080622576,148,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,97833519,1447051,-731.7,3804000.0,['CONNECTED']
2021-01-22 23:22:20,44.97375850000001,-93.2225293,4.193900000000001,0.006024875440000001,0.080622576,135,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,97833519,1447051,-626.2,3804000.0,['CONNECTED']
2021-01-22 23:22:21,44.97375853,-93.2225293,4.2163,0.0038858554199999993,0.080622576,95,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,97833519,1447051,-540.3,3804000.0,['CONNECTED']
2021-01-22 23:22:22,44.973758600000004,-93.2225293,4.2532000000000005,0.004252680199999999,0.080622576,11,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,97834743,1448028,-629.3,3804000.0,['CONNECTED']
2021-01-22 23:22:23,44.973758600000004,-93.22252927000002,4.3137,0.00385192132,0.080622576,22,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,97834827,1448112,-680.3,3798300.0,['CONNECTED']
2021-01-22 23:22:24,44.97375857000001,-93.22252916999999,4.3538,0.00504645414,0.080622576,82,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,97834827,1448112,-692.6,3785000.0,['CONNECTED']
2021-01-22 23:22:25,44.97375847,-93.22252909999999,4.409,0.008209041379999999,0.080622576,134,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,97834827,1448112,-689.9,3785000.0,['CONNECTED']
2021-01-22 23:22:26,44.97375843000001,-93.22252907,4.448599999999999,0.00829025485,0.080622576,138,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,97834827,1448112,-563.9,3785000.0,['CONNECTED']
2021-01-22 23:22:27,44.97375850000001,-93.22252900000001,4.503400000000001,0.004741985250000001,0.080622576,89,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,97835967,1449005,-645.9,3785000.0,['CONNECTED']
2021-01-22 23:22:28,44.97375850000001,-93.22252900000001,4.540800000000001,0.00286567363,0.080622576,62,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,97835967,1449005,-633.3,3785000.0,['CONNECTED']
2021-01-22 23:22:29,44.973758460000006,-93.22252896000002,4.576,0.0032529383799999997,0.080622576,86,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,97835967,1449005,-669.4,3785000.0,['CONNECTED']
2021-01-22 23:22:30,44.97375837,-93.22252887,4.5949,0.00726762391,0.080622576,141,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,97835967,1449005,-600.1,3785000.0,['CONNECTED']
2021-01-22 23:22:31,44.97375829999999,-93.22252879999998,4.612,0.00909185524,0.080622576,144,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,97835967,1449086,-844.9,3785000.0,['CONNECTED']
2021-01-22 23:22:32,44.973758260000004,-93.22252879999998,4.6436,0.007194928760000001,0.080622576,154,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,97838106,1451830,-785.4,3785000.0,['CONNECTED']
2021-01-22 23:22:33,44.97375820000001,-93.22252879999998,4.701000000000001,0.006139012480000002,0.080622576,169,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,100338988,1471160,-726.9,3785000.0,['CONNECTED']
2021-01-22 23:22:34,44.97375820000001,-93.22252879999998,4.7522,0.00283327906,0.080622576,176,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,105265628,1507716,-733.7,3785000.0,['CONNECTED']
2021-01-22 23:22:35,44.97375824,-93.22252875999999,4.7812,0.0031200145599999994,0.080622576,122,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,109701832,1559040,-851.1,3785000.0,['CONNECTED']
2021-01-22 23:22:36,44.973758260000004,-93.2225287,4.809199999999999,0.0046391092400000005,0.080622576,65,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,115217132,1604936,-836.2,3785000.0,['CONNECTED']
2021-01-22 23:22:37,44.97375820000001,-93.22252866000001,4.815400000000001,0.00373318276,0.080622576,110,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,118097276,1636189,-914.6,3785000.0,['CONNECTED']
2021-01-22 23:22:38,44.97375820000001,-93.22252856666665,4.796666666666665,0.0056339122,0.080622576,106,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,3.0,120426510,1659402,-733.8888888888889,3785000.0,['CONNECTED']
2021-01-22 23:22:39,44.97375820000001,-93.2225285,4.7352,0.00521354578,0.080622576,98,0.0,CONNECTED,-70,-70,3,-70.0,-70.0,2.4,122620746,1678414,-749.9,3785000.0,['CONNECTED']
2021-01-22 23:22:40,44.97375820000001,-93.22252847000001,4.647,0.0023476180799999998,0.080622576,94,0.0,CONNECTED,-70,-70,2,-70.0,-70.0,2.0,125186538,1699214,-751.3,3785000.0,['CONNECTED']
2021-01-22 23:22:41,44.97375820000001,-93.22252837,4.5806,0.004301652810000001,0.080622576,90,0.0,CONNECTED,-70,-70,2,-70.0,-70.0,2.0,128220974,1721678,-849.0,3785000.0,['CONNECTED']
2021-01-22 23:22:42,44.97375820000001,-93.22252827,4.5199,0.006371157299999999,0.080622576,89,0.0,CONNECTED,-70,-70,2,-70.6,-70.6,2.0,131361610,1744765,-891.6,3785000.0,['CONNECTED']
2021-01-22 23:22:43,44.97375814000001,-93.22252817,4.4712,0.00894608485,0.080622576,105,0.0,CONNECTED,-71,-71,2,-71.0,-71.0,2.0,135242330,1770463,-757.1,3785000.0,['CONNECTED']
2021-01-22 23:22:44,44.97375797000001,-93.22252809999999,4.4595,0.0112182664,0.080622576,148,0.0,CONNECTED,-71,-71,2,-71.0,-71.0,2.0,139239544,1795143,-781.3,3785000.0,['CONNECTED']
2021-01-22 23:22:45,44.9737579,-93.22252807,4.437799999999999,0.00717290091,0.080622576,157,0.0,CONNECTED,-71,-71,2,-71.6,-71.6,1.4,143559448,1821975,-764.7,3785000.0,['CONNECTED']
2021-01-22 23:22:46,44.97375787,-93.22252797000002,4.4259,0.006522437689999999,0.080622576,139,0.0,CONNECTED,-72,-72,1,-72.0,-72.0,1.0,148527568,1850991,-798.3,3785000.0,['CONNECTED']
2021-01-22 23:22:47,44.973757799999994,-93.22252787,4.4186,0.0085921362,0.080622576,131,0.0,CONNECTED,-72,-72,1,-72.0,-72.0,1.0,154203844,1888410,-849.7,3785000.0,['CONNECTED']
2021-01-22 23:22:48,44.973757799999994,-93.22252779999998,4.4088,0.007236157400000001,0.080622576,116,0.0,CONNECTED,-72,-72,1,-72.0,-72.0,1.0,157790728,1920132,-858.6,3785000.0,['CONNECTED']
2021-01-22 23:22:49,44.973757770000006,-93.22252776999999,4.387300000000001,0.004890700999999999,0.080622576,119,0.0,CONNECTED,-72,-72,1,-72.0,-72.0,1.0,162419180,1956572,-825.8,3785000.0,['CONNECTED']
2021-01-22 23:22:50,44.97375773,-93.22252767,4.3513,0.00539739472,0.080622576,120,0.0,CONNECTED,-72,-72,1,-72.0,-72.0,1.0,166316098,1991392,-819.3,3785000.0,['CONNECTED']
2021-01-22 23:22:51,44.973757799999994,-93.2225276,4.3268,0.00494416879,0.080622576,68,0.0,CONNECTED,-72,-72,2,-72.6,-72.6,1.3,171181318,2023944,-872.4,3785000.0,['CONNECTED']
2021-01-22 23:22:52,44.973757770000006,-93.22252756999998,4.3107,0.00463989029,0.080622576,76,0.0,CONNECTED,-73,-73,2,-73.0,-73.0,2.0,177133454,2056859,-840.5,3785000.0,['CONNECTED']
2021-01-22 23:22:53,44.973757700000014,-93.22252749999998,4.294499999999999,0.005562239110000001,0.080622576,128,0.0,CONNECTED,-73,-73,2,-73.0,-73.0,2.0,182709902,2085409,-727.0,3775100.0,['CONNECTED']
2021-01-22 23:22:54,44.973757700000014,-93.22252749999998,4.293699999999999,0.003709163799999999,0.080622576,138,0.0,CONNECTED,-72,-72,2,-72.4,-72.4,2.0,187453582,2111261,-832.1,3752000.0,['CONNECTED']
2021-01-22 23:22:55,44.97375767000001,-93.22252749999998,4.306600000000001,0.0015778876200000004,0.080622576,154,0.0,CONNECTED,-72,-72,2,-72.0,-72.0,2.0,192316710,2137625,-843.5,3752000.0,['CONNECTED']
2021-01-22 23:22:56,44.9737576,-93.22252746999999,4.3238,0.00133421608,0.080622576,154,0.0,CONNECTED,-71,-71,3,-71.1,-71.1,2.9,197187492,2165529,-795.2,3752000.0,['CONNECTED']
2021-01-22 23:22:57,44.97375756999999,-93.2225274,4.3325000000000005,0.0043199552099999995,0.080622576,112,0.0,CONNECTED,-71,-71,3,-71.0,-71.0,3.0,201725096,2191944,-868.6,3752000.0,['CONNECTED']
2021-01-22 23:22:58,44.973757469999995,-93.2225274,4.349600000000001,0.007091093579999999,0.080622576,159,0.0,CONNECTED,-71,-71,3,-71.0,-71.0,3.0,205179928,2214668,-758.7,3752000.0,['CONNECTED']
2021-01-22 23:22:59,44.973757400000004,-93.2225274,4.3701,0.0081234276,0.080622576,173,0.0,CONNECTED,-71,-71,3,-71.0,-71.0,3.0,209372412,2239942,-1331.2,3752000.0,['CONNECTED']
2021-01-22 23:23:00,44.97375737,-93.2225274,4.379899999999999,0.005400684850000001,0.080622576,176,0.0,CONNECTED,-71,-71,3,-71.4,-71.4,2.6,213966880,2273223,-1640.5,3752000.0,['CONNECTED']
2021-01-22 23:23:01,44.97375727000001,-93.2225274,4.3687,0.003682644332,0.080622576,179,0.0,CONNECTED,-72,-72,2,-72.0,-72.0,2.0,218475784,2308700,-1015.9,3752000.0,['CONNECTED']
2021-01-22 23:23:02,44.97375714,-93.22252737000001,4.3516,0.0035369439580000004,0.080622576,174,0.0,CONNECTED,-72,-72,3,-72.0,-72.0,2.2,223702962,2339360,-966.6,3752000.0,['CONNECTED']
2021-01-22 23:23:03,44.97375697,-93.22252730000001,4.3385,0.011433102,0.080622576,163,0.0,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,229199930,2378887,-984.6,3752000.0,['CONNECTED']
