parent_file,exp_label,protocol,length,timestamp,Fixedtimestamp,time,_socket,_start,_end,_seconds,_bytes,bits_per_second,rtt,snd_cwnd,session_num,conn_num,iperf_type,Throughput,run_number,iperf_did,seq_no
S20UPM-run20073-iPerf.txt,S20UPM-run20073-iPerf,TCP,0,2021-01-24 12:18:47 CST,2021-01-24 12:18:48-06:00,12:18:48,,0.0,1.0,1.0,,466000000.0,-1,-1,1,,parallel-merged,466.0,20073,S20UPM,0
S20UPM-run20073-iPerf.txt,S20UPM-run20073-iPerf,TCP,0,2021-01-24 12:18:47 CST,2021-01-24 12:18:49-06:00,12:18:49,,1.0,2.0,1.0,,41900000.0,-1,-1,1,,parallel-merged,41.9,20073,S20UPM,1
S20UPM-run20073-iPerf.txt,S20UPM-run20073-iPerf,TCP,0,2021-01-24 12:18:47 CST,2021-01-24 12:18:50-06:00,12:18:50,,2.0,3.0,1.0,,49300000.0,-1,-1,1,,parallel-merged,49.3,20073,S20UPM,2
S20UPM-run20073-iPerf.txt,S20UPM-run20073-iPerf,TCP,0,2021-01-24 12:18:47 CST,2021-01-24 12:18:51-06:00,12:18:51,,3.0,4.0,1.0,,52400000.0,-1,-1,1,,parallel-merged,52.4,20073,S20UPM,3
S20UPM-run20073-iPerf.txt,S20UPM-run20073-iPerf,TCP,0,2021-01-24 12:18:47 CST,2021-01-24 12:18:52-06:00,12:18:52,,4.0,5.0,1.0,,23100000.0,-1,-1,1,,parallel-merged,23.1,20073,S20UPM,4
S20UPM-run20073-iPerf.txt,S20UPM-run20073-iPerf,TCP,0,2021-01-24 12:18:47 CST,2021-01-24 12:18:53-06:00,12:18:53,,5.0,6.0,1.0,,43000000.0,-1,-1,1,,parallel-merged,43.0,20073,S20UPM,5
S20UPM-run20073-iPerf.txt,S20UPM-run20073-iPerf,TCP,0,2021-01-24 12:18:47 CST,2021-01-24 12:18:54-06:00,12:18:54,,6.0,7.0,1.0,,39800000.0,-1,-1,1,,parallel-merged,39.8,20073,S20UPM,6
S20UPM-run20073-iPerf.txt,S20UPM-run20073-iPerf,TCP,0,2021-01-24 12:18:47 CST,2021-01-24 12:18:55-06:00,12:18:55,,7.0,8.0,1.0,,37700000.0,-1,-1,1,,parallel-merged,37.7,20073,S20UPM,7
S20UPM-run20073-iPerf.txt,S20UPM-run20073-iPerf,TCP,0,2021-01-24 12:18:47 CST,2021-01-24 12:18:56-06:00,12:18:56,,8.0,9.0,1.0,,36700000.0,-1,-1,1,,parallel-merged,36.7,20073,S20UPM,8
S20UPM-run20073-iPerf.txt,S20UPM-run20073-iPerf,TCP,0,2021-01-24 12:18:47 CST,2021-01-24 12:18:57-06:00,12:18:57,,9.0,10.0,1.0,,33600000.0,-1,-1,1,,parallel-merged,33.6,20073,S20UPM,9
