parent_file,exp_label,protocol,length,timestamp,Fixedtimestamp,time,_socket,_start,_end,_seconds,_bytes,bits_per_second,rtt,rttvar,pmtu,_omitted,session_num,conn_num,iperf_type,snd_cwnd,Throughput,run_number,iperf_did,seq_no
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:23-06:00,19:00:23,,0.0,1.0,1.0,,1220000000.0,-1,,,,1,,parallel-merged,-1.0,1220.0,64,S20UPM,0
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:24-06:00,19:00:24,,1.0,2.0,1.0,,1650000000.0,-1,,,,1,,parallel-merged,-1.0,1650.0,64,S20UPM,1
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:26.010000-06:00,19:00:26.010000,,3.01,4.01,1.0,,1100000000.0,-1,,,,1,,parallel-merged,-1.0,1100.0,64,S20UPM,3
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:28-06:00,19:00:28,,5.0,6.0,1.0,,915000000.0,-1,,,,1,,parallel-merged,-1.0,915.0,64,S20UPM,5
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:29-06:00,19:00:29,,6.0,7.0,1.0,,796000000.0,-1,,,,1,,parallel-merged,-1.0,796.0,64,S20UPM,6
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:30-06:00,19:00:30,,7.0,8.0,1.0,,1100000000.0,-1,,,,1,,parallel-merged,-1.0,1100.0,64,S20UPM,7
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:31-06:00,19:00:31,,8.0,9.0,1.0,,1020000000.0,-1,,,,1,,parallel-merged,-1.0,1020.0,64,S20UPM,8
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:32-06:00,19:00:32,,9.0,10.0,1.0,,1140000000.0,-1,,,,1,,parallel-merged,-1.0,1140.0,64,S20UPM,9
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:33-06:00,19:00:33,,10.0,11.0,1.0,,1400000000.0,-1,,,,1,,parallel-merged,-1.0,1400.0,64,S20UPM,10
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:34-06:00,19:00:34,,11.0,12.0,1.0,,1340000000.0,-1,,,,1,,parallel-merged,-1.0,1340.0,64,S20UPM,11
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:35-06:00,19:00:35,,12.0,13.0,1.0,,1610000000.0,-1,,,,1,,parallel-merged,-1.0,1610.0,64,S20UPM,12
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:38-06:00,19:00:38,,15.0,16.0,1.0,,1350000000.0,-1,,,,1,,parallel-merged,-1.0,1350.0,64,S20UPM,15
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:39-06:00,19:00:39,,16.0,17.0,1.0,,1390000000.0,-1,,,,1,,parallel-merged,-1.0,1390.0,64,S20UPM,16
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:40-06:00,19:00:40,,17.0,18.0,1.0,,1100000000.0,-1,,,,1,,parallel-merged,-1.0,1100.0,64,S20UPM,17
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:41-06:00,19:00:41,,18.0,19.0,1.0,,1530000000.0,-1,,,,1,,parallel-merged,-1.0,1530.0,64,S20UPM,18
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:42-06:00,19:00:42,,19.0,20.0,1.0,,1820000000.0,-1,,,,1,,parallel-merged,-1.0,1820.0,64,S20UPM,19
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:43-06:00,19:00:43,,20.0,21.0,1.0,,1390000000.0,-1,,,,1,,parallel-merged,-1.0,1390.0,64,S20UPM,20
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:44-06:00,19:00:44,,21.0,22.0,1.0,,355000000.0,-1,,,,1,,parallel-merged,-1.0,355.0,64,S20UPM,21
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:45-06:00,19:00:45,,22.0,23.0,1.0,,1160000000.0,-1,,,,1,,parallel-merged,-1.0,1160.0,64,S20UPM,22
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:46-06:00,19:00:46,,23.0,24.0,1.0,,1170000000.0,-1,,,,1,,parallel-merged,-1.0,1170.0,64,S20UPM,23
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:47-06:00,19:00:47,,24.0,25.0,1.0,,1240000000.0,-1,,,,1,,parallel-merged,-1.0,1240.0,64,S20UPM,24
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:48-06:00,19:00:48,,25.0,26.0,1.0,,1130000000.0,-1,,,,1,,parallel-merged,-1.0,1130.0,64,S20UPM,25
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:49-06:00,19:00:49,,26.0,27.0,1.0,,1580000000.0,-1,,,,1,,parallel-merged,-1.0,1580.0,64,S20UPM,26
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:50-06:00,19:00:50,,27.0,28.0,1.0,,1790000000.0,-1,,,,1,,parallel-merged,-1.0,1790.0,64,S20UPM,27
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:51-06:00,19:00:51,,28.0,29.0,1.0,,1040000000.0,-1,,,,1,,parallel-merged,-1.0,1040.0,64,S20UPM,28
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:52-06:00,19:00:52,,29.0,30.0,1.0,,1550000000.0,-1,,,,1,,parallel-merged,-1.0,1550.0,64,S20UPM,29
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:53-06:00,19:00:53,,30.0,31.0,1.0,,1580000000.0,-1,,,,1,,parallel-merged,-1.0,1580.0,64,S20UPM,30
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:54-06:00,19:00:54,,31.0,32.0,1.0,,876000000.0,-1,,,,1,,parallel-merged,-1.0,876.0,64,S20UPM,31
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:55-06:00,19:00:55,,32.0,33.0,1.0,,1490000000.0,-1,,,,1,,parallel-merged,-1.0,1490.0,64,S20UPM,32
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:56-06:00,19:00:56,,33.0,34.0,1.0,,1030000000.0,-1,,,,1,,parallel-merged,-1.0,1030.0,64,S20UPM,33
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:57-06:00,19:00:57,,34.0,35.0,1.0,,1510000000.0,-1,,,,1,,parallel-merged,-1.0,1510.0,64,S20UPM,34
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:58-06:00,19:00:58,,35.0,36.0,1.0,,1470000000.0,-1,,,,1,,parallel-merged,-1.0,1470.0,64,S20UPM,35
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:00:59-06:00,19:00:59,,36.0,37.0,1.0,,1190000000.0,-1,,,,1,,parallel-merged,-1.0,1190.0,64,S20UPM,36
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:00-06:00,19:01:00,,37.0,38.0,1.0,,1830000000.0,-1,,,,1,,parallel-merged,-1.0,1830.0,64,S20UPM,37
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:01-06:00,19:01:01,,38.0,39.0,1.0,,2150000000.0,-1,,,,1,,parallel-merged,-1.0,2150.0,64,S20UPM,38
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:02-06:00,19:01:02,,39.0,40.0,1.0,,1840000000.0,-1,,,,1,,parallel-merged,-1.0,1840.0,64,S20UPM,39
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:03-06:00,19:01:03,,40.0,41.0,1.0,,1730000000.0,-1,,,,1,,parallel-merged,-1.0,1730.0,64,S20UPM,40
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:04-06:00,19:01:04,,41.0,42.0,1.0,,1930000000.0,-1,,,,1,,parallel-merged,-1.0,1930.0,64,S20UPM,41
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:05-06:00,19:01:05,,42.0,43.0,1.0,,1770000000.0,-1,,,,1,,parallel-merged,-1.0,1770.0,64,S20UPM,42
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:06-06:00,19:01:06,,43.0,44.0,1.0,,1680000000.0,-1,,,,1,,parallel-merged,-1.0,1680.0,64,S20UPM,43
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:07-06:00,19:01:07,,44.0,45.0,1.0,,2270000000.0,-1,,,,1,,parallel-merged,-1.0,2270.0,64,S20UPM,44
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:08-06:00,19:01:08,,45.0,46.0,1.0,,1970000000.0,-1,,,,1,,parallel-merged,-1.0,1970.0,64,S20UPM,45
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:09-06:00,19:01:09,,46.0,47.0,1.0,,2250000000.0,-1,,,,1,,parallel-merged,-1.0,2250.0,64,S20UPM,46
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:10-06:00,19:01:10,,47.0,48.0,1.0,,1880000000.0,-1,,,,1,,parallel-merged,-1.0,1880.0,64,S20UPM,47
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:11-06:00,19:01:11,,48.0,49.0,1.0,,1980000000.0,-1,,,,1,,parallel-merged,-1.0,1980.0,64,S20UPM,48
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:12-06:00,19:01:12,,49.0,50.0,1.0,,1450000000.0,-1,,,,1,,parallel-merged,-1.0,1450.0,64,S20UPM,49
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:15-06:00,19:01:15,,52.0,53.0,1.0,,2089999999.9999998,-1,,,,1,,parallel-merged,-1.0,2089.9999999999995,64,S20UPM,52
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:16-06:00,19:01:16,,53.0,54.0,1.0,,1740000000.0,-1,,,,1,,parallel-merged,-1.0,1740.0,64,S20UPM,53
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:17-06:00,19:01:17,,54.0,55.0,1.0,,2390000000.0,-1,,,,1,,parallel-merged,-1.0,2390.0,64,S20UPM,54
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:18-06:00,19:01:18,,55.0,56.0,1.0,,2530000000.0,-1,,,,1,,parallel-merged,-1.0,2530.0,64,S20UPM,55
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:19-06:00,19:01:19,,56.0,57.0,1.0,,2370000000.0,-1,,,,1,,parallel-merged,-1.0,2370.0,64,S20UPM,56
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:20-06:00,19:01:20,,57.0,58.0,1.0,,2520000000.0,-1,,,,1,,parallel-merged,-1.0,2520.0,64,S20UPM,57
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:21-06:00,19:01:21,,58.0,59.0,1.0,,2210000000.0,-1,,,,1,,parallel-merged,-1.0,2210.0,64,S20UPM,58
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:24-06:00,19:01:24,,61.0,62.0,1.0,,1850000000.0,-1,,,,1,,parallel-merged,-1.0,1850.0,64,S20UPM,61
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:25-06:00,19:01:25,,62.0,63.0,1.0,,2230000000.0,-1,,,,1,,parallel-merged,-1.0,2230.0,64,S20UPM,62
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:26-06:00,19:01:26,,63.0,64.0,1.0,,1820000000.0,-1,,,,1,,parallel-merged,-1.0,1820.0,64,S20UPM,63
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:27-06:00,19:01:27,,64.0,65.0,1.0,,989000000.0,-1,,,,1,,parallel-merged,-1.0,989.0,64,S20UPM,64
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:28-06:00,19:01:28,,65.0,66.0,1.0,,1510000000.0,-1,,,,1,,parallel-merged,-1.0,1510.0,64,S20UPM,65
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:31-06:00,19:01:31,,68.0,69.0,1.0,,2060000000.0,-1,,,,1,,parallel-merged,-1.0,2060.0,64,S20UPM,68
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:32-06:00,19:01:32,,69.0,70.0,1.0,,2240000000.0,-1,,,,1,,parallel-merged,-1.0,2240.0,64,S20UPM,69
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:33-06:00,19:01:33,,70.0,71.0,1.0,,2450000000.0,-1,,,,1,,parallel-merged,-1.0,2450.0,64,S20UPM,70
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:34-06:00,19:01:34,,71.0,72.0,1.0,,1550000000.0,-1,,,,1,,parallel-merged,-1.0,1550.0,64,S20UPM,71
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:35-06:00,19:01:35,,72.0,73.0,1.0,,2710000000.0,-1,,,,1,,parallel-merged,-1.0,2710.0,64,S20UPM,72
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:36-06:00,19:01:36,,73.0,74.0,1.0,,2460000000.0,-1,,,,1,,parallel-merged,-1.0,2460.0,64,S20UPM,73
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:37-06:00,19:01:37,,74.0,75.0,1.0,,2640000000.0,-1,,,,1,,parallel-merged,-1.0,2640.0,64,S20UPM,74
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:38-06:00,19:01:38,,75.0,76.0,1.0,,2270000000.0,-1,,,,1,,parallel-merged,-1.0,2270.0,64,S20UPM,75
S20UPM-run64-iPerf.txt,S20UPM-run64-iPerf,TCP,1320.0,2021-01-13 19:00:22 CST,2021-01-13 19:01:39-06:00,19:01:39,,76.0,77.0,1.0,,1920000000.0,-1,,,,1,,parallel-merged,-1.0,1920.0,64,S20UPM,76
