parent_file,exp_label,protocol,length,timestamp,Fixedtimestamp,time,_socket,_start,_end,_seconds,_bytes,bits_per_second,rtt,snd_cwnd,session_num,conn_num,iperf_type,Throughput,run_number,iperf_did,seq_no
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:05-06:00,15:44:05,,0.0,1.0,1.0,,353000000.0,-1,-1,1,,parallel-merged,353.0,331,S20UPM,0
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:06-06:00,15:44:06,,1.0,2.0,1.0,,168000000.0,-1,-1,1,,parallel-merged,168.0,331,S20UPM,1
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:07-06:00,15:44:07,,2.0,3.0,1.0,,48200000.0,-1,-1,1,,parallel-merged,48.2,331,S20UPM,2
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:08-06:00,15:44:08,,3.0,4.0,1.0,,62900000.0,-1,-1,1,,parallel-merged,62.9,331,S20UPM,3
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:09-06:00,15:44:09,,4.0,5.0,1.0,,43000000.0,-1,-1,1,,parallel-merged,43.0,331,S20UPM,4
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:10-06:00,15:44:10,,5.0,6.0,1.0,,46100000.0,-1,-1,1,,parallel-merged,46.1,331,S20UPM,5
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:11-06:00,15:44:11,,6.0,7.0,1.0,,34600000.0,-1,-1,1,,parallel-merged,34.6,331,S20UPM,6
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:12-06:00,15:44:12,,7.0,8.0,1.0,,37700000.0,-1,-1,1,,parallel-merged,37.7,331,S20UPM,7
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:13-06:00,15:44:13,,8.0,9.0,1.0,,27300000.0,-1,-1,1,,parallel-merged,27.3,331,S20UPM,8
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:14-06:00,15:44:14,,9.0,10.0,1.0,,49300000.0,-1,-1,1,,parallel-merged,49.3,331,S20UPM,9
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:15-06:00,15:44:15,,10.0,11.0,1.0,,38800000.0,-1,-1,1,,parallel-merged,38.8,331,S20UPM,10
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:16-06:00,15:44:16,,11.0,12.0,1.0,,30400000.0,-1,-1,1,,parallel-merged,30.4,331,S20UPM,11
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:17-06:00,15:44:17,,12.0,13.0,1.0,,27300000.0,-1,-1,1,,parallel-merged,27.3,331,S20UPM,12
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:18-06:00,15:44:18,,13.0,14.0,1.0,,39800000.0,-1,-1,1,,parallel-merged,39.8,331,S20UPM,13
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:19-06:00,15:44:19,,14.0,15.0,1.0,,2100000.0,-1,-1,1,,parallel-merged,2.1,331,S20UPM,14
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:20-06:00,15:44:20,,15.0,16.0,1.0,,66099999.99999999,-1,-1,1,,parallel-merged,66.1,331,S20UPM,15
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:21-06:00,15:44:21,,16.0,17.0,1.0,,23100000.0,-1,-1,1,,parallel-merged,23.1,331,S20UPM,16
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:22-06:00,15:44:22,,17.0,18.0,1.0,,23100000.0,-1,-1,1,,parallel-merged,23.1,331,S20UPM,17
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:23-06:00,15:44:23,,18.0,19.0,1.0,,32500000.0,-1,-1,1,,parallel-merged,32.5,331,S20UPM,18
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:24-06:00,15:44:24,,19.0,20.0,1.0,,4190000.0000000005,-1,-1,1,,parallel-merged,4.19,331,S20UPM,19
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:25-06:00,15:44:25,,20.0,21.0,1.0,,11500000.0,-1,-1,1,,parallel-merged,11.5,331,S20UPM,20
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:26-06:00,15:44:26,,21.0,22.0,1.0,,39800000.0,-1,-1,1,,parallel-merged,39.8,331,S20UPM,21
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:27-06:00,15:44:27,,22.0,23.0,1.0,,9440000.0,-1,-1,1,,parallel-merged,9.44,331,S20UPM,22
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:28-06:00,15:44:28,,23.0,24.0,1.0,,19900000.0,-1,-1,1,,parallel-merged,19.9,331,S20UPM,23
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:29-06:00,15:44:29,,24.0,25.0,1.0,,25200000.0,-1,-1,1,,parallel-merged,25.2,331,S20UPM,24
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:30-06:00,15:44:30,,25.0,26.0,1.0,,31500000.0,-1,-1,1,,parallel-merged,31.5,331,S20UPM,25
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:31-06:00,15:44:31,,26.0,27.0,1.0,,17800000.0,-1,-1,1,,parallel-merged,17.8,331,S20UPM,26
S20UPM-run331-iPerf.txt,S20UPM-run331-iPerf,TCP,0,2021-01-21 15:44:04 CST,2021-01-21 15:44:32-06:00,15:44:32,,27.0,28.0,1.0,,29400000.0,-1,-1,1,,parallel-merged,29.4,331,S20UPM,27
